sport,level,league,date,day,time,home_team,road_team,location,home_city,home_state
ice-hockey,college,ncaah,2024-10-11,Friday,18:00:00,Michigan State,Boston College,"East Lansing, MI",East Lansing,MI
ice-hockey,college,ncaah,2024-10-12,Saturday,18:00:00,Michigan State,Boston College,"East Lansing, MI",East Lansing,MI
ice-hockey,college,ncaah,2024-10-18,Friday,19:00:00,Boston College,AIC,Conte Forum,Chestnut Hill,MA
ice-hockey,college,ncaah,2024-10-19,Saturday,19:00:00,Boston College,USNTDP (exh.),Conte Forum,Chestnut Hill,MA
ice-hockey,college,ncaah,2024-12-09,Monday,19:00:00,Boston College,UMass Lowell,Conte Forum,Chestnut Hill,MA
ice-hockey,college,ncaah,2024-10-26,Saturday,19:00:00,Boston College,Western Michigan,Conte Forum,Chestnut Hill,MA
ice-hockey,college,ncaah,2024-11-01,Friday,20:30:00,St. Cloud State,Boston College,"St. Cloud, MN",St. Cloud,MN
ice-hockey,college,ncaah,2024-11-02,Saturday,19:00:00,St. Cloud State,Boston College,"St. Cloud, MN",St. Cloud,MN
ice-hockey,college,ncaah,2024-11-08,Friday,19:00:00,Boston College,Maine,Conte Forum,Chestnut Hill,MA
ice-hockey,college,ncaah,2024-11-10,Sunday,13:00:00,Boston College,Maine,Conte Forum,Chestnut Hill,MA
ice-hockey,college,ncaah,2024-11-15,Friday,19:00:00,UConn,Boston College,"Storrs, CT",Storrs,CT
ice-hockey,college,ncaah,2024-11-19,Tuesday,19:00:00,Providence,Boston College,"Providence, RI",Providence,RI
ice-hockey,college,ncaah,2024-11-22,Friday,19:00:00,Boston College,Northeastern,Conte Forum,Chestnut Hill,MA
ice-hockey,college,ncaah,2024-11-23,Saturday,19:00:00,Northeastern,Boston College,"Boston, MA",Boston,MA
ice-hockey,college,ncaah,2024-11-29,Friday,19:00:00,Boston College,Dartmouth,Conte Forum,Chestnut Hill,MA
ice-hockey,college,ncaah,2024-12-04,Wednesday,19:00:00,Boston College,UConn,Conte Forum,Chestnut Hill,MA
ice-hockey,college,ncaah,2024-12-06,Friday,19:15:00,UMass Lowell,Boston College,"Lowell, MA",Lowell,MA
ice-hockey,college,ncaah,2025-01-10,Friday,19:00:00,Boston College,Merrimack,Conte Forum,Chestnut Hill,MA
ice-hockey,college,ncaah,2025-01-11,Saturday,19:00:00,Merrimack,Boston College,"North Andover, MA",North Andover,MA
ice-hockey,college,ncaah,2025-01-14,Tuesday,19:00:00,Boston College,Harvard,Conte Forum,Chestnut Hill,MA
ice-hockey,college,ncaah,2025-01-17,Friday,19:00:00,Boston College,Providence,Conte Forum,Chestnut Hill,MA
ice-hockey,college,ncaah,2025-01-18,Saturday,19:00:00,Providence,Boston College,"Providence, RI",Providence,RI
ice-hockey,college,ncaah,2025-01-24,Friday,19:00:00,Boston University,Boston College,"Boston, MA",Boston,MA
ice-hockey,college,ncaah,2025-01-25,Saturday,19:00:00,Boston College,Boston University,Conte Forum,Chestnut Hill,MA
ice-hockey,college,ncaah,2025-01-31,Friday,19:00:00,Boston College,UMass Lowell,Conte Forum,Chestnut Hill,MA
ice-hockey,college,ncaah,2025-02-03,Monday,00:00:00,Boston College,Northeastern,"Boston, MA / TD Garden",Chestnut Hill,MA
ice-hockey,college,ncaah,2025-02-07,Friday,19:00:00,New Hampshire,Boston College,"Durham, NH",Durham,NH
ice-hockey,college,ncaah,2025-02-14,Friday,19:00:00,Boston College,UMass,Conte Forum,Chestnut Hill,MA
ice-hockey,college,ncaah,2025-02-15,Saturday,18:00:00,UMass,Boston College,"Amherst, MA",Amherst,MA
ice-hockey,college,ncaah,2025-02-21,Friday,19:00:00,Vermont,Boston College,"Burlington, VT",Burlington,VT
ice-hockey,college,ncaah,2025-02-22,Saturday,00:00:00,Vermont,Boston College,"Burlington, VT",Burlington,VT
ice-hockey,college,ncaah,2025-02-28,Friday,19:00:00,Boston College,New Hampshire,Conte Forum,Chestnut Hill,MA
ice-hockey,college,ncaah,2025-03-01,Saturday,19:00:00,New Hampshire,Boston College,"Durham, NH",Durham,NH
ice-hockey,college,ncaah,2025-03-08,Saturday,13:00:00,Boston College,Merrimack,Conte Forum,Chestnut Hill,MA
