sport,level,league,date,day,time,home_team,road_team,location,home_city,home_state
ice-hockey,college,ncaah,2024-10-06,Sunday,16:00:00,#8/7 Quinnipiac University (exh.),Northeastern University,"Hamden, Conn.",Hamden,CT
ice-hockey,college,ncaah,2024-10-12,Saturday,19:00:00,Northeastern University,Stonehill College,Matthews Arena,Boston,MA
ice-hockey,college,ncaah,2024-10-18,Friday,21:00:00,#1 University of Denver,Northeastern University,"Denver, Colo.",Denver,CO
ice-hockey,college,ncaah,2024-10-19,Saturday,20:00:00,#1 University of Denver,Northeastern University,"Denver, Colo.",Denver,CO
ice-hockey,college,ncaah,2024-10-25,Friday,19:00:00,Northeastern University,#6 University of Maine,Matthews Arena,Boston,MA
ice-hockey,college,ncaah,2024-10-26,Saturday,19:00:00,Northeastern University,#6 University of Maine,Matthews Arena,Boston,MA
ice-hockey,college,ncaah,2024-11-08,Friday,19:00:00,#11 Providence College,Northeastern University,"Providence, R.I.",Providence,RI
ice-hockey,college,ncaah,2024-11-09,Saturday,19:00:00,Northeastern University,#11 Providence College,Matthews Arena,Boston,MA
ice-hockey,college,ncaah,2024-11-15,Friday,19:00:00,University of New Hampshire,Northeastern University,"Durham, N.H.",Durham,NH
ice-hockey,college,ncaah,2024-11-16,Saturday,19:00:00,Northeastern University,University of New Hampshire,Matthews Arena,Boston,MA
ice-hockey,college,ncaah,2024-11-22,Friday,19:00:00,#3 Boston College,Northeastern University,"Chestnut Hill, Mass.",Chestnut Hill,MA
ice-hockey,college,ncaah,2024-11-23,Saturday,19:00:00,Northeastern University,#3 Boston College,Matthews Arena,Boston,MA
ice-hockey,college,ncaah,2024-12-01,Sunday,15:00:00,Northeastern University,Bentley University,Matthews Arena,Boston,MA
ice-hockey,college,ncaah,2024-12-06,Friday,19:00:00,Northeastern University,University of New Hampshire,Matthews Arena,Boston,MA
ice-hockey,college,ncaah,2024-12-07,Saturday,19:00:00,Northeastern University,Brown University,Matthews Arena,Boston,MA
ice-hockey,college,ncaah,2024-12-14,Saturday,19:00:00,Merrimack College,Northeastern University,"North Andover, Mass.",North Andover,MA
ice-hockey,college,ncaah,2024-12-28,Saturday,16:00:00,Northeastern University,Providence College,Thompson Arena,Boston,MA
ice-hockey,college,ncaah,2025-01-04,Saturday,19:00:00,Quinnipiac University,Northeastern University,"Hamden, Conn.",Hamden,CT
ice-hockey,college,ncaah,2025-01-10,Friday,19:00:00,Northeastern University,University of Massachusetts,Matthews Arena,Boston,MA
ice-hockey,college,ncaah,2025-01-11,Saturday,18:00:00,University of Massachusetts,Northeastern University,"Amherst, Mass.",Amherst,MA
ice-hockey,college,ncaah,2025-01-17,Friday,19:00:00,University of Vermont,Northeastern University,"Burlington, Vt.",Burlington,VT
ice-hockey,college,ncaah,2025-01-18,Saturday,18:00:00,University of Vermont,Northeastern University,"Burlington, Vt.",Burlington,VT
ice-hockey,college,ncaah,2025-01-25,Saturday,19:00:00,Northeastern University,Merrimack College,Matthews Arena,Boston,MA
ice-hockey,college,ncaah,2025-01-31,Friday,19:00:00,University of Maine,Northeastern University,"Orono, Maine",Orono,ME
ice-hockey,college,ncaah,2025-02-03,Monday,00:00:00,Northeastern University,Boston College,TD Garden,Boston,MA
ice-hockey,college,ncaah,2025-02-14,Friday,19:00:00,Northeastern University,University of Massachusetts Lowell,Matthews Arena,Boston,MA
ice-hockey,college,ncaah,2025-02-21,Friday,19:00:00,Boston University,Northeastern University,"Boston, Mass.",Boston,MA
ice-hockey,college,ncaah,2025-02-22,Saturday,19:00:00,Northeastern University,Boston University,Matthews Arena,Boston,MA
ice-hockey,college,ncaah,2025-02-28,Friday,19:00:00,University of Connecticut,Northeastern University,"Storrs, Conn.",Storrs,CT
ice-hockey,college,ncaah,2025-03-01,Saturday,19:30:00,Northeastern University,University of Connecticut,Matthews Arena,Boston,MA
ice-hockey,college,ncaah,2025-03-06,Thursday,19:00:00,Merrimack College,Northeastern University,"North Andover, Mass.",North Andover,MA
ice-hockey,college,ncaah,2025-03-08,Saturday,19:00:00,Northeastern University,Providence College,Matthews Arena,Boston,MA
ice-hockey,college,ncaah,2025-02-15,Saturday,18:06:00,University of Massachusetts Lowell,Northeastern University,"Lowell, MA",Lowell,MA
