sport,level,league,date,day,time,home_team,road_team,location,home_city,home_state
hockey,pro,NHL,2025-10-07,Tuesday,,Florida Panthers,Chicago Blackhawks,Amerant Bank Arena,Sunrise,FL
hockey,pro,NHL,2025-10-07,Tuesday,,Los Angeles Kings,Colorado Avalanche,Crypto.com Arena,Los Angeles,CA
hockey,pro,NHL,2025-10-07,Tuesday,,New York Rangers,Pittsburgh Penguins,Madison Square Garden (IV),New York,NY
hockey,pro,NHL,2025-10-08,Wednesday,,Edmonton Oilers,Calgary Flames,Rogers Place,Edmonton,AB
hockey,pro,NHL,2025-10-08,Wednesday,,Toronto Maple Leafs,Montreal Canadiens,Scotiabank Arena,Toronto,ON
hockey,pro,NHL,2025-10-08,Wednesday,,Vegas Golden Knights,Los Angeles Kings,T-Mobile Arena,Las Vegas,NV
hockey,pro,NHL,2025-10-08,Wednesday,,Washington Capitals,Boston Bruins,Capital One Arena,Washington,DC
hockey,pro,NHL,2025-10-09,Thursday,,Boston Bruins,Chicago Blackhawks,TD Garden,Boston,MA
hockey,pro,NHL,2025-10-09,Thursday,,Buffalo Sabres,New York Rangers,KeyBank Center,Buffalo,NY
hockey,pro,NHL,2025-10-09,Thursday,,Carolina Hurricanes,New Jersey Devils,Lenovo Center,Raleigh,NC
hockey,pro,NHL,2025-10-09,Thursday,,Colorado Avalanche,Utah Mammoth,Ball Arena,Denver,CO
hockey,pro,NHL,2025-10-09,Thursday,,Detroit Red Wings,Montreal Canadiens,Little Caesars Arena,Detroit,MI
hockey,pro,NHL,2025-10-09,Thursday,,Florida Panthers,Philadelphia Flyers,Amerant Bank Arena,Sunrise,FL
hockey,pro,NHL,2025-10-09,Thursday,,Nashville Predators,Columbus Blue Jackets,Bridgestone Arena,Nashville,TN
hockey,pro,NHL,2025-10-09,Thursday,,Pittsburgh Penguins,New York Islanders,PPG Paints Arena,Pittsburgh,PA
hockey,pro,NHL,2025-10-09,Thursday,,Seattle Kraken,Anaheim Ducks,Climate Pledge Arena,Seattle,WA
hockey,pro,NHL,2025-10-09,Thursday,,San Jose Sharks,Vegas Golden Knights,SAP Center at San Jose,San Jose,CA
hockey,pro,NHL,2025-10-09,Thursday,,St. Louis Blues,Minnesota Wild,Enterprise Center,St. Louis,MO
hockey,pro,NHL,2025-10-09,Thursday,,Tampa Bay Lightning,Ottawa Senators,Amalie Arena,Tampa,FL
