sport,level,league,date,day,time,home_team,road_team,location,home_city,home_state
basketball,pro,NBA,2024-10-22,Tuesday,,Boston Celtics,New York Knicks,TD Garden,Boston,MA
basketball,pro,NBA,2024-10-22,Tuesday,,Los Angeles Lakers,Minnesota Timberwolves,Crypto.com Arena,Los Angeles,CA
basketball,pro,NBA,2024-10-23,Wednesday,,Detroit Pistons,Indiana Pacers,Little Caesars Arena,Detroit,MI
basketball,pro,NBA,2024-10-23,Wednesday,,Atlanta Hawks,Brooklyn Nets,State Farm Arena,Atlanta,GA
basketball,pro,NBA,2024-10-23,Wednesday,,Miami Heat,Orlando Magic,Kaseya Center,Miami,FL
basketball,pro,NBA,2024-10-23,Wednesday,,Philadelphia 76ers,Milwaukee Bucks,Wells Fargo Center,Philadelphia,PA
basketball,pro,NBA,2024-10-23,Wednesday,,Toronto Raptors,Cleveland Cavaliers,Scotiabank Arena,Toronto,ON
basketball,pro,NBA,2024-10-23,Wednesday,,Houston Rockets,Charlotte Hornets,Toyota Center,Houston,TX
basketball,pro,NBA,2024-10-23,Wednesday,,New Orleans Pelicans,Chicago Bulls,Smoothie King Center,New Orleans,LA
basketball,pro,NBA,2024-10-23,Wednesday,,Utah Jazz,Memphis Grizzlies,Delta Center,Salt Lake City,UT
basketball,pro,NBA,2024-10-23,Wednesday,,Los Angeles Clippers,Phoenix Suns,Intuit Dome,Los Angeles,CA
basketball,pro,NBA,2024-10-23,Wednesday,,Portland Trail Blazers,Golden State Warriors,Moda Center,Portland,OR
basketball,pro,NBA,2024-10-24,Thursday,,Washington Wizards,Boston Celtics,Capital One Arena,Washington,DC
basketball,pro,NBA,2024-10-24,Thursday,,Dallas Mavericks,San Antonio Spurs,American Airlines Center,Dallas,TX
basketball,pro,NBA,2024-10-24,Thursday,,Sacramento Kings,Minnesota Timberwolves,Golden 1 Center,Sacramento,CA
basketball,pro,NBA,2024-10-24,Thursday,,Denver Nuggets,Oklahoma City Thunder,Ball Arena,Denver,CO
basketball,pro,NBA,2024-10-25,Friday,,Orlando Magic,Brooklyn Nets,Kia Center,Orlando,FL
basketball,pro,NBA,2024-10-25,Friday,,Toronto Raptors,Philadelphia 76ers,Scotiabank Arena,Toronto,ON
basketball,pro,NBA,2024-10-25,Friday,,Atlanta Hawks,Charlotte Hornets,State Farm Arena,Atlanta,GA
