Sport,Level,League,Date,Day,Time,Home Team,Road Team,City,State
basketball,pro,NBA,2023-11-29,Wednesday,",",New Orleans Pelicans,Philadelphia 76ers,New Orleans,LA
basketball,pro,NBA,2023-11-29,Wednesday,",",Denver Nuggets,Houston Rockets,Denver,CO
basketball,pro,NBA,2023-11-29,Wednesday,",",Sacramento Kings,Los Angeles Clippers,Sacramento,CA
basketball,pro,NBA,2023-11-30,Thursday,",",Cleveland Cavaliers,Portland Trail Blazers,Cleveland,OH
basketball,pro,NBA,2023-11-30,Thursday,",",Brooklyn Nets,Charlotte Hornets,Brooklyn,NY
basketball,pro,NBA,2023-11-30,Thursday,",",Miami Heat,Indiana Pacers,Miami,FL
basketball,pro,NBA,2023-11-30,Thursday,",",New York Knicks,Detroit Pistons,New York,NY
basketball,pro,NBA,2023-11-30,Thursday,",",Chicago Bulls,Milwaukee Bucks,Chicago,IL
basketball,pro,NBA,2023-11-30,Thursday,",",Minnesota Timberwolves,Utah Jazz,Minneapolis,MN
basketball,pro,NBA,2023-11-30,Thursday,",",Oklahoma City Thunder,Los Angeles Lakers,Oklahoma City,OK
basketball,pro,NBA,2023-11-30,Thursday,",",San Antonio Spurs,Atlanta Hawks,San Antonio,TX
basketball,pro,NBA,2023-11-30,Thursday,",",Golden State Warriors,Los Angeles Clippers,San Francisco,CA
basketball,pro,NBA,2023-12-01,Friday,",",Orlando Magic,Washington Wizards,Orlando,FL
basketball,pro,NBA,2023-12-01,Friday,",",Boston Celtics,Philadelphia 76ers,Boston,MA
basketball,pro,NBA,2023-12-01,Friday,",",Dallas Mavericks,Memphis Grizzlies,Dallas,TX
basketball,pro,NBA,2023-12-01,Friday,",",Toronto Raptors,New York Knicks,Toronto,ON
basketball,pro,NBA,2023-12-01,Friday,",",New Orleans Pelicans,San Antonio Spurs,New Orleans,LA
basketball,pro,NBA,2023-12-01,Friday,",",Phoenix Suns,Denver Nuggets,Phoenix,AZ
basketball,pro,NBA,2023-12-02,Saturday,",",Los Angeles Clippers,Golden State Warriors,Los Angeles,CA
basketball,pro,NBA,2023-12-02,Saturday,",",Charlotte Hornets,Minnesota Timberwolves,Charlotte,NC
basketball,pro,NBA,2023-12-02,Saturday,",",Brooklyn Nets,Orlando Magic,Brooklyn,NY
basketball,pro,NBA,2023-12-02,Saturday,",",Detroit Pistons,Cleveland Cavaliers,Detroit,MI
basketball,pro,NBA,2023-12-02,Saturday,",",Chicago Bulls,New Orleans Pelicans,Chicago,IL
basketball,pro,NBA,2023-12-02,Saturday,",",Miami Heat,Indiana Pacers,Miami,FL
basketball,pro,NBA,2023-12-02,Saturday,",",Milwaukee Bucks,Atlanta Hawks,Milwaukee,WI
basketball,pro,NBA,2023-12-02,Saturday,",",Dallas Mavericks,Oklahoma City Thunder,Dallas,TX
basketball,pro,NBA,2023-12-02,Saturday,",",Phoenix Suns,Memphis Grizzlies,Phoenix,AZ
basketball,pro,NBA,2023-12-02,Saturday,",",Utah Jazz,Portland Trail Blazers,Salt Lake City,UT
basketball,pro,NBA,2023-12-02,Saturday,",",Sacramento Kings,Denver Nuggets,Sacramento,CA
basketball,pro,NBA,2023-12-02,Saturday,",",Los Angeles Lakers,Houston Rockets,Los Angeles,CA
basketball,pro,NBA,2023-12-04,Monday,",",Indiana Pacers,Boston Celtics,Indianapolis,IN
basketball,pro,NBA,2023-12-04,Monday,",",Sacramento Kings,New Orleans Pelicans,Sacramento,CA
basketball,pro,NBA,2023-12-05,Tuesday,",",Milwaukee Bucks,New York Knicks,Milwaukee,WI
basketball,pro,NBA,2023-12-05,Tuesday,",",Los Angeles Lakers,Phoenix Suns,Los Angeles,CA
basketball,pro,NBA,2023-12-06,Wednesday,",",Cleveland Cavaliers,Orlando Magic,Cleveland,OH
basketball,pro,NBA,2023-12-06,Wednesday,",",Detroit Pistons,Memphis Grizzlies,Detroit,MI
basketball,pro,NBA,2023-12-06,Wednesday,",",Washington Wizards,Philadelphia 76ers,Washington,DC
basketball,pro,NBA,2023-12-06,Wednesday,",",Atlanta Hawks,Brooklyn Nets,Atlanta,GA
basketball,pro,NBA,2023-12-06,Wednesday,",",Minnesota Timberwolves,San Antonio Spurs,Minneapolis,MN
basketball,pro,NBA,2023-12-06,Wednesday,",",Toronto Raptors,Miami Heat,Toronto,ON
basketball,pro,NBA,2023-12-06,Wednesday,",",Chicago Bulls,Charlotte Hornets,Chicago,IL
basketball,pro,NBA,2023-12-06,Wednesday,",",Houston Rockets,Oklahoma City Thunder,Houston,TX
basketball,pro,NBA,2023-12-06,Wednesday,",",Dallas Mavericks,Utah Jazz,Dallas,TX
basketball,pro,NBA,2023-12-06,Wednesday,",",Golden State Warriors,Portland Trail Blazers,San Francisco,CA
basketball,pro,NBA,2023-12-06,Wednesday,",",Los Angeles Clippers,Denver Nuggets,Los Angeles,CA
basketball,pro,NBA,2023-12-08,Friday,",",Charlotte Hornets,Toronto Raptors,Charlotte,NC
basketball,pro,NBA,2023-12-08,Friday,",",Orlando Magic,Detroit Pistons,Orlando,FL
basketball,pro,NBA,2023-12-08,Friday,",",Philadelphia 76ers,Atlanta Hawks,Philadelphia,PA
basketball,pro,NBA,2023-12-08,Friday,",",Brooklyn Nets,Washington Wizards,Brooklyn,NY
basketball,pro,NBA,2023-12-08,Friday,",",Memphis Grizzlies,Minnesota Timberwolves,Memphis,TN
basketball,pro,NBA,2023-12-08,Friday,",",Miami Heat,Cleveland Cavaliers,Miami,FL
basketball,pro,NBA,2023-12-08,Friday,",",Oklahoma City Thunder,Golden State Warriors,Oklahoma City,OK
basketball,pro,NBA,2023-12-08,Friday,",",San Antonio Spurs,Chicago Bulls,San Antonio,TX
basketball,pro,NBA,2023-12-08,Friday,",",Denver Nuggets,Houston Rockets,Denver,CO
basketball,pro,NBA,2023-12-08,Friday,",",Portland Trail Blazers,Dallas Mavericks,Portland,OR
basketball,pro,NBA,2023-12-08,Friday,",",Utah Jazz,Los Angeles Clippers,Salt Lake City,UT
basketball,pro,NBA,2023-12-11,Monday,",",Charlotte Hornets,Miami Heat,Charlotte,NC
basketball,pro,NBA,2023-12-11,Monday,",",Detroit Pistons,Indiana Pacers,Detroit,MI
basketball,pro,NBA,2023-12-11,Monday,",",Orlando Magic,Cleveland Cavaliers,Orlando,FL
basketball,pro,NBA,2023-12-11,Monday,",",Philadelphia 76ers,Washington Wizards,Philadelphia,PA
basketball,pro,NBA,2023-12-11,Monday,",",Atlanta Hawks,Denver Nuggets,Atlanta,GA
basketball,pro,NBA,2023-12-11,Monday,",",New York Knicks,Toronto Raptors,New York,NY
basketball,pro,NBA,2023-12-11,Monday,",",Houston Rockets,San Antonio Spurs,Houston,TX
basketball,pro,NBA,2023-12-11,Monday,",",Memphis Grizzlies,Dallas Mavericks,Memphis,TN
basketball,pro,NBA,2023-12-11,Monday,",",Milwaukee Bucks,Chicago Bulls,Milwaukee,WI
basketball,pro,NBA,2023-12-11,Monday,",",New Orleans Pelicans,Minnesota Timberwolves,New Orleans,LA
basketball,pro,NBA,2023-12-11,Monday,",",Oklahoma City Thunder,Utah Jazz,Oklahoma City,OK
basketball,pro,NBA,2023-12-11,Monday,",",Sacramento Kings,Brooklyn Nets,Sacramento,CA
basketball,pro,NBA,2023-12-11,Monday,",",Los Angeles Clippers,Portland Trail Blazers,Los Angeles,CA
basketball,pro,NBA,2023-12-12,Tuesday,",",Boston Celtics,Cleveland Cavaliers,Boston,MA
basketball,pro,NBA,2023-12-12,Tuesday,",",Dallas Mavericks,Los Angeles Lakers,Dallas,TX
basketball,pro,NBA,2023-12-12,Tuesday,",",Chicago Bulls,Denver Nuggets,Chicago,IL
basketball,pro,NBA,2023-12-12,Tuesday,",",Phoenix Suns,Golden State Warriors,Phoenix,AZ
basketball,pro,NBA,2023-12-12,Tuesday,",",Los Angeles Clippers,Sacramento Kings,Los Angeles,CA
basketball,pro,NBA,2023-12-13,Wednesday,",",Detroit Pistons,Philadelphia 76ers,Detroit,MI
basketball,pro,NBA,2023-12-13,Wednesday,",",Washington Wizards,New Orleans Pelicans,Washington,DC
basketball,pro,NBA,2023-12-13,Wednesday,",",Miami Heat,Charlotte Hornets,Miami,FL
basketball,pro,NBA,2023-12-13,Wednesday,",",Toronto Raptors,Atlanta Hawks,Toronto,ON
basketball,pro,NBA,2023-12-13,Wednesday,",",Houston Rockets,Memphis Grizzlies,Houston,TX
basketball,pro,NBA,2023-12-13,Wednesday,",",Milwaukee Bucks,Indiana Pacers,Milwaukee,WI
basketball,pro,NBA,2023-12-13,Wednesday,",",San Antonio Spurs,Los Angeles Lakers,San Antonio,TX
basketball,pro,NBA,2023-12-13,Wednesday,",",Phoenix Suns,Brooklyn Nets,Phoenix,AZ
basketball,pro,NBA,2023-12-13,Wednesday,",",Utah Jazz,New York Knicks,Salt Lake City,UT
basketball,pro,NBA,2023-12-14,Thursday,",",Boston Celtics,Cleveland Cavaliers,Boston,MA
basketball,pro,NBA,2023-12-14,Thursday,",",Miami Heat,Chicago Bulls,Miami,FL
basketball,pro,NBA,2023-12-14,Thursday,",",Dallas Mavericks,Minnesota Timberwolves,Dallas,TX
basketball,pro,NBA,2023-12-14,Thursday,",",Denver Nuggets,Brooklyn Nets,Denver,CO
basketball,pro,NBA,2023-12-14,Thursday,",",Portland Trail Blazers,Utah Jazz,Portland,OR
basketball,pro,NBA,2023-12-14,Thursday,",",Sacramento Kings,Oklahoma City Thunder,Sacramento,CA
basketball,pro,NBA,2023-12-14,Thursday,",",Los Angeles Clippers,Golden State Warriors,Los Angeles,CA
basketball,pro,NBA,2023-12-15,Friday,",",Charlotte Hornets,New Orleans Pelicans,Charlotte,NC
basketball,pro,NBA,2023-12-15,Friday,",",Philadelphia 76ers,Detroit Pistons,Philadelphia,PA
basketball,pro,NBA,2023-12-15,Friday,",",Washington Wizards,Indiana Pacers,Washington,DC
basketball,pro,NBA,2023-12-15,Friday,",",Boston Celtics,Orlando Magic,Boston,MA
basketball,pro,NBA,2023-12-15,Friday,",",San Antonio Spurs,Los Angeles Lakers,San Antonio,TX
basketball,pro,NBA,2023-12-15,Friday,",",Toronto Raptors,Atlanta Hawks,Toronto,ON
basketball,pro,NBA,2023-12-15,Friday,",",Memphis Grizzlies,Houston Rockets,Memphis,TN
basketball,pro,NBA,2023-12-15,Friday,",",Phoenix Suns,New York Knicks,Phoenix,AZ
basketball,pro,NBA,2023-12-16,Saturday,",",Milwaukee Bucks,Detroit Pistons,Milwaukee,WI
basketball,pro,NBA,2023-12-16,Saturday,",",Charlotte Hornets,Philadelphia 76ers,Charlotte,NC
basketball,pro,NBA,2023-12-16,Saturday,",",Cleveland Cavaliers,Atlanta Hawks,Cleveland,OH
basketball,pro,NBA,2023-12-16,Saturday,",",Miami Heat,Chicago Bulls,Miami,FL
basketball,pro,NBA,2023-12-16,Saturday,",",Minnesota Timberwolves,Indiana Pacers,Minneapolis,MN
basketball,pro,NBA,2023-12-16,Saturday,",",Golden State Warriors,Brooklyn Nets,San Francisco,CA
basketball,pro,NBA,2023-12-16,Saturday,",",Denver Nuggets,Oklahoma City Thunder,Denver,CO
basketball,pro,NBA,2023-12-16,Saturday,",",Portland Trail Blazers,Dallas Mavericks,Portland,OR
basketball,pro,NBA,2023-12-16,Saturday,",",Sacramento Kings,Utah Jazz,Sacramento,CA
basketball,pro,NBA,2023-12-16,Saturday,",",Los Angeles Clippers,New York Knicks,Los Angeles,CA
basketball,pro,NBA,2023-12-17,Sunday,",",Boston Celtics,Orlando Magic,Boston,MA
basketball,pro,NBA,2023-12-17,Sunday,",",San Antonio Spurs,New Orleans Pelicans,San Antonio,TX
basketball,pro,NBA,2023-12-17,Sunday,",",Milwaukee Bucks,Houston Rockets,Milwaukee,WI
basketball,pro,NBA,2023-12-17,Sunday,",",Phoenix Suns,Washington Wizards,Phoenix,AZ
basketball,pro,NBA,2023-12-17,Sunday,",",Portland Trail Blazers,Golden State Warriors,Portland,OR
basketball,pro,NBA,2023-12-18,Monday,",",Cleveland Cavaliers,Houston Rockets,Cleveland,OH
basketball,pro,NBA,2023-12-18,Monday,",",Indiana Pacers,Los Angeles Clippers,Indianapolis,IN
basketball,pro,NBA,2023-12-18,Monday,",",Philadelphia 76ers,Chicago Bulls,Philadelphia,PA
basketball,pro,NBA,2023-12-18,Monday,",",Atlanta Hawks,Detroit Pistons,Atlanta,GA
basketball,pro,NBA,2023-12-18,Monday,",",Miami Heat,Minnesota Timberwolves,Miami,FL
basketball,pro,NBA,2023-12-18,Monday,",",Toronto Raptors,Charlotte Hornets,Toronto,ON
basketball,pro,NBA,2023-12-18,Monday,",",Oklahoma City Thunder,Memphis Grizzlies,Oklahoma City,OK
basketball,pro,NBA,2023-12-18,Monday,",",Denver Nuggets,Dallas Mavericks,Denver,CO
basketball,pro,NBA,2023-12-18,Monday,",",Utah Jazz,Brooklyn Nets,Salt Lake City,UT
basketball,pro,NBA,2023-12-18,Monday,",",Sacramento Kings,Washington Wizards,Sacramento,CA
basketball,pro,NBA,2023-12-18,Monday,",",Los Angeles Lakers,New York Knicks,Los Angeles,CA
basketball,pro,NBA,2023-12-19,Tuesday,",",New Orleans Pelicans,Memphis Grizzlies,New Orleans,LA
basketball,pro,NBA,2023-12-19,Tuesday,",",Milwaukee Bucks,San Antonio Spurs,Milwaukee,WI
basketball,pro,NBA,2023-12-19,Tuesday,",",Golden State Warriors,Boston Celtics,San Francisco,CA
basketball,pro,NBA,2023-12-19,Tuesday,",",Portland Trail Blazers,Phoenix Suns,Portland,OR
basketball,pro,NBA,2023-12-20,Wednesday,",",Cleveland Cavaliers,Utah Jazz,Cleveland,OH
basketball,pro,NBA,2023-12-20,Wednesday,",",Indiana Pacers,Charlotte Hornets,Indianapolis,IN
basketball,pro,NBA,2023-12-20,Wednesday,",",Orlando Magic,Miami Heat,Orlando,FL
basketball,pro,NBA,2023-12-20,Wednesday,",",Philadelphia 76ers,Minnesota Timberwolves,Philadelphia,PA
basketball,pro,NBA,2023-12-20,Wednesday,",",Brooklyn Nets,New York Knicks,Brooklyn,NY
basketball,pro,NBA,2023-12-20,Wednesday,",",Toronto Raptors,Denver Nuggets,Toronto,ON
basketball,pro,NBA,2023-12-20,Wednesday,",",Chicago Bulls,Los Angeles Lakers,Chicago,IL
basketball,pro,NBA,2023-12-20,Wednesday,",",Houston Rockets,Atlanta Hawks,Houston,TX
basketball,pro,NBA,2023-12-20,Wednesday,",",Dallas Mavericks,Los Angeles Clippers,Dallas,TX
basketball,pro,NBA,2023-12-20,Wednesday,",",Sacramento Kings,Boston Celtics,Sacramento,CA
basketball,pro,NBA,2023-12-21,Thursday,",",Detroit Pistons,Utah Jazz,Detroit,MI
basketball,pro,NBA,2023-12-21,Thursday,",",Cleveland Cavaliers,New Orleans Pelicans,Cleveland,OH
basketball,pro,NBA,2023-12-21,Thursday,",",Chicago Bulls,San Antonio Spurs,Chicago,IL
basketball,pro,NBA,2023-12-21,Thursday,",",Memphis Grizzlies,Indiana Pacers,Memphis,TN
basketball,pro,NBA,2023-12-21,Thursday,",",Milwaukee Bucks,Orlando Magic,Milwaukee,WI
basketball,pro,NBA,2023-12-21,Thursday,",",Oklahoma City Thunder,Los Angeles Clippers,Oklahoma City,OK
basketball,pro,NBA,2023-12-21,Thursday,",",Minnesota Timberwolves,Los Angeles Lakers,Minneapolis,MN
basketball,pro,NBA,2023-12-21,Thursday,",",Portland Trail Blazers,Washington Wizards,Portland,OR
basketball,pro,NBA,2023-12-22,Friday,",",Philadelphia 76ers,Toronto Raptors,Philadelphia,PA
basketball,pro,NBA,2023-12-22,Friday,",",Brooklyn Nets,Denver Nuggets,Brooklyn,NY
basketball,pro,NBA,2023-12-22,Friday,",",Houston Rockets,Dallas Mavericks,Houston,TX
basketball,pro,NBA,2023-12-22,Friday,",",Miami Heat,Atlanta Hawks,Miami,FL
basketball,pro,NBA,2023-12-22,Friday,",",Golden State Warriors,Washington Wizards,San Francisco,CA
basketball,pro,NBA,2023-12-22,Friday,",",Sacramento Kings,Phoenix Suns,Sacramento,CA
basketball,pro,NBA,2023-12-23,Saturday,",",New York Knicks,Milwaukee Bucks,New York,NY
basketball,pro,NBA,2023-12-23,Saturday,",",Los Angeles Clippers,Boston Celtics,Los Angeles,CA
basketball,pro,NBA,2023-12-23,Saturday,",",Charlotte Hornets,Denver Nuggets,Charlotte,NC
basketball,pro,NBA,2023-12-23,Saturday,",",Indiana Pacers,Orlando Magic,Indianapolis,IN
basketball,pro,NBA,2023-12-23,Saturday,",",New Orleans Pelicans,Houston Rockets,New Orleans,LA
basketball,pro,NBA,2023-12-23,Saturday,",",Atlanta Hawks,Memphis Grizzlies,Atlanta,GA
basketball,pro,NBA,2023-12-23,Saturday,",",Brooklyn Nets,Detroit Pistons,Brooklyn,NY
basketball,pro,NBA,2023-12-23,Saturday,",",Toronto Raptors,Utah Jazz,Toronto,ON
basketball,pro,NBA,2023-12-23,Saturday,",",Chicago Bulls,Cleveland Cavaliers,Chicago,IL
basketball,pro,NBA,2023-12-23,Saturday,",",Oklahoma City Thunder,Los Angeles Lakers,Oklahoma City,OK
basketball,pro,NBA,2023-12-23,Saturday,",",Dallas Mavericks,San Antonio Spurs,Dallas,TX
basketball,pro,NBA,2023-12-23,Saturday,",",Golden State Warriors,Portland Trail Blazers,San Francisco,CA
basketball,pro,NBA,2023-12-23,Saturday,",",Sacramento Kings,Minnesota Timberwolves,Sacramento,CA
basketball,pro,NBA,2023-12-25,Monday,",",New York Knicks,Milwaukee Bucks,New York,NY
basketball,pro,NBA,2023-12-25,Monday,",",Denver Nuggets,Golden State Warriors,Denver,CO
basketball,pro,NBA,2023-12-25,Monday,",",Los Angeles Lakers,Boston Celtics,Los Angeles,CA
basketball,pro,NBA,2023-12-25,Monday,",",Miami Heat,Philadelphia 76ers,Miami,FL
basketball,pro,NBA,2023-12-25,Monday,",",Phoenix Suns,Dallas Mavericks,Phoenix,AZ
basketball,pro,NBA,2023-12-26,Tuesday,",",Detroit Pistons,Brooklyn Nets,Detroit,MI
basketball,pro,NBA,2023-12-26,Tuesday,",",Washington Wizards,Orlando Magic,Washington,DC
basketball,pro,NBA,2023-12-26,Tuesday,",",Chicago Bulls,Atlanta Hawks,Chicago,IL
basketball,pro,NBA,2023-12-26,Tuesday,",",Houston Rockets,Indiana Pacers,Houston,TX
basketball,pro,NBA,2023-12-26,Tuesday,",",New Orleans Pelicans,Memphis Grizzlies,New Orleans,LA
basketball,pro,NBA,2023-12-26,Tuesday,",",Oklahoma City Thunder,Minnesota Timberwolves,Oklahoma City,OK
basketball,pro,NBA,2023-12-26,Tuesday,",",San Antonio Spurs,Utah Jazz,San Antonio,TX
basketball,pro,NBA,2023-12-26,Tuesday,",",Portland Trail Blazers,Sacramento Kings,Portland,OR
basketball,pro,NBA,2023-12-26,Tuesday,",",Los Angeles Clippers,Charlotte Hornets,Los Angeles,CA
basketball,pro,NBA,2023-12-27,Wednesday,",",Orlando Magic,Philadelphia 76ers,Orlando,FL
basketball,pro,NBA,2023-12-27,Wednesday,",",Washington Wizards,Toronto Raptors,Washington,DC
basketball,pro,NBA,2023-12-27,Wednesday,",",Brooklyn Nets,Milwaukee Bucks,Brooklyn,NY
basketball,pro,NBA,2023-12-27,Wednesday,",",Houston Rockets,Phoenix Suns,Houston,TX
basketball,pro,NBA,2023-12-27,Wednesday,",",Oklahoma City Thunder,New York Knicks,Oklahoma City,OK
basketball,pro,NBA,2023-12-27,Wednesday,",",Dallas Mavericks,Cleveland Cavaliers,Dallas,TX
basketball,pro,NBA,2023-12-28,Thursday,",",Boston Celtics,Detroit Pistons,Boston,MA
basketball,pro,NBA,2023-12-28,Thursday,",",Chicago Bulls,Indiana Pacers,Chicago,IL
basketball,pro,NBA,2023-12-28,Thursday,",",Minnesota Timberwolves,Dallas Mavericks,Minneapolis,MN
basketball,pro,NBA,2023-12-28,Thursday,",",New Orleans Pelicans,Utah Jazz,New Orleans,LA
basketball,pro,NBA,2023-12-28,Thursday,",",Denver Nuggets,Memphis Grizzlies,Denver,CO
basketball,pro,NBA,2023-12-28,Thursday,",",Golden State Warriors,Miami Heat,San Francisco,CA
basketball,pro,NBA,2023-12-28,Thursday,",",Portland Trail Blazers,San Antonio Spurs,Portland,OR
basketball,pro,NBA,2023-12-28,Thursday,",",Los Angeles Lakers,Charlotte Hornets,Los Angeles,CA
basketball,pro,NBA,2023-12-29,Friday,",",Orlando Magic,New York Knicks,Orlando,FL
basketball,pro,NBA,2023-12-29,Friday,",",Washington Wizards,Brooklyn Nets,Washington,DC
basketball,pro,NBA,2023-12-29,Friday,",",Atlanta Hawks,Sacramento Kings,Atlanta,GA
basketball,pro,NBA,2023-12-29,Friday,",",Boston Celtics,Toronto Raptors,Boston,MA
basketball,pro,NBA,2023-12-29,Friday,",",Cleveland Cavaliers,Milwaukee Bucks,Cleveland,OH
basketball,pro,NBA,2023-12-29,Friday,",",Houston Rockets,Philadelphia 76ers,Houston,TX
basketball,pro,NBA,2023-12-29,Friday,",",Denver Nuggets,Oklahoma City Thunder,Denver,CO
basketball,pro,NBA,2023-12-29,Friday,",",Phoenix Suns,Charlotte Hornets,Phoenix,AZ
basketball,pro,NBA,2023-12-29,Friday,",",Portland Trail Blazers,San Antonio Spurs,Portland,OR
basketball,pro,NBA,2023-12-29,Friday,",",Los Angeles Clippers,Memphis Grizzlies,Los Angeles,CA
basketball,pro,NBA,2023-12-30,Saturday,",",Utah Jazz,Miami Heat,Salt Lake City,UT
basketball,pro,NBA,2023-12-30,Saturday,",",Detroit Pistons,Toronto Raptors,Detroit,MI
basketball,pro,NBA,2023-12-30,Saturday,",",Indiana Pacers,New York Knicks,Indianapolis,IN
basketball,pro,NBA,2023-12-30,Saturday,",",Chicago Bulls,Philadelphia 76ers,Chicago,IL
basketball,pro,NBA,2023-12-30,Saturday,",",Minnesota Timberwolves,Los Angeles Lakers,Minneapolis,MN
basketball,pro,NBA,2023-12-30,Saturday,",",Golden State Warriors,Dallas Mavericks,San Francisco,CA
basketball,pro,NBA,2023-12-31,Sunday,",",Washington Wizards,Atlanta Hawks,Washington,DC
basketball,pro,NBA,2023-12-31,Sunday,",",New Orleans Pelicans,Los Angeles Lakers,New Orleans,LA
basketball,pro,NBA,2023-12-31,Sunday,",",Oklahoma City Thunder,Brooklyn Nets,Oklahoma City,OK
basketball,pro,NBA,2023-12-31,Sunday,",",San Antonio Spurs,Boston Celtics,San Antonio,TX
basketball,pro,NBA,2023-12-31,Sunday,",",Memphis Grizzlies,Sacramento Kings,Memphis,TN
basketball,pro,NBA,2023-12-31,Sunday,",",Phoenix Suns,Orlando Magic,Phoenix,AZ
basketball,pro,NBA,2024-01-01,Monday,",",New York Knicks,Minnesota Timberwolves,New York,NY
basketball,pro,NBA,2024-01-01,Monday,",",Toronto Raptors,Cleveland Cavaliers,Toronto,ON
basketball,pro,NBA,2024-01-01,Monday,",",Houston Rockets,Detroit Pistons,Houston,TX
basketball,pro,NBA,2024-01-01,Monday,",",Milwaukee Bucks,Indiana Pacers,Milwaukee,WI
basketball,pro,NBA,2024-01-01,Monday,",",Denver Nuggets,Charlotte Hornets,Denver,CO
basketball,pro,NBA,2024-01-01,Monday,",",Phoenix Suns,Portland Trail Blazers,Phoenix,AZ
basketball,pro,NBA,2024-01-01,Monday,",",Utah Jazz,Dallas Mavericks,Salt Lake City,UT
basketball,pro,NBA,2024-01-01,Monday,",",Los Angeles Clippers,Miami Heat,Los Angeles,CA
basketball,pro,NBA,2024-01-02,Tuesday,",",Philadelphia 76ers,Chicago Bulls,Philadelphia,PA
basketball,pro,NBA,2024-01-02,Tuesday,",",Memphis Grizzlies,San Antonio Spurs,Memphis,TN
basketball,pro,NBA,2024-01-02,Tuesday,",",New Orleans Pelicans,Brooklyn Nets,New Orleans,LA
basketball,pro,NBA,2024-01-02,Tuesday,",",Oklahoma City Thunder,Boston Celtics,Oklahoma City,OK
basketball,pro,NBA,2024-01-02,Tuesday,",",Golden State Warriors,Orlando Magic,San Francisco,CA
basketball,pro,NBA,2024-01-02,Tuesday,",",Sacramento Kings,Charlotte Hornets,Sacramento,CA
basketball,pro,NBA,2024-01-03,Wednesday,",",Cleveland Cavaliers,Washington Wizards,Cleveland,OH
basketball,pro,NBA,2024-01-03,Wednesday,",",Indiana Pacers,Milwaukee Bucks,Indianapolis,IN
basketball,pro,NBA,2024-01-03,Wednesday,",",Atlanta Hawks,Oklahoma City Thunder,Atlanta,GA
basketball,pro,NBA,2024-01-03,Wednesday,",",Houston Rockets,Brooklyn Nets,Houston,TX
basketball,pro,NBA,2024-01-03,Wednesday,",",Memphis Grizzlies,Toronto Raptors,Memphis,TN
basketball,pro,NBA,2024-01-03,Wednesday,",",Minnesota Timberwolves,New Orleans Pelicans,Minneapolis,MN
basketball,pro,NBA,2024-01-03,Wednesday,",",Dallas Mavericks,Portland Trail Blazers,Dallas,TX
basketball,pro,NBA,2024-01-03,Wednesday,",",New York Knicks,Chicago Bulls,New York,NY
basketball,pro,NBA,2024-01-03,Wednesday,",",Phoenix Suns,Los Angeles Clippers,Phoenix,AZ
basketball,pro,NBA,2024-01-03,Wednesday,",",Utah Jazz,Detroit Pistons,Salt Lake City,UT
basketball,pro,NBA,2024-01-03,Wednesday,",",Los Angeles Lakers,Miami Heat,Los Angeles,CA
basketball,pro,NBA,2024-01-03,Wednesday,",",Sacramento Kings,Orlando Magic,Sacramento,CA
basketball,pro,NBA,2024-01-04,Thursday,",",San Antonio Spurs,Milwaukee Bucks,San Antonio,TX
basketball,pro,NBA,2024-01-04,Thursday,",",Golden State Warriors,Denver Nuggets,San Francisco,CA
basketball,pro,NBA,2024-01-05,Friday,",",Boston Celtics,Utah Jazz,Boston,MA
basketball,pro,NBA,2024-01-05,Friday,",",Indiana Pacers,Atlanta Hawks,Indianapolis,IN
basketball,pro,NBA,2024-01-05,Friday,",",Brooklyn Nets,Oklahoma City Thunder,Brooklyn,NY
basketball,pro,NBA,2024-01-05,Friday,",",Cleveland Cavaliers,Washington Wizards,Cleveland,OH
basketball,pro,NBA,2024-01-05,Friday,",",Philadelphia 76ers,New York Knicks,Philadelphia,PA
basketball,pro,NBA,2024-01-05,Friday,",",Chicago Bulls,Charlotte Hornets,Chicago,IL
basketball,pro,NBA,2024-01-05,Friday,",",Houston Rockets,Minnesota Timberwolves,Houston,TX
basketball,pro,NBA,2024-01-05,Friday,",",New Orleans Pelicans,Los Angeles Clippers,New Orleans,LA
basketball,pro,NBA,2024-01-05,Friday,",",Dallas Mavericks,Portland Trail Blazers,Dallas,TX
basketball,pro,NBA,2024-01-05,Friday,",",Denver Nuggets,Orlando Magic,Denver,CO
basketball,pro,NBA,2024-01-05,Friday,",",Phoenix Suns,Miami Heat,Phoenix,AZ
basketball,pro,NBA,2024-01-05,Friday,",",Golden State Warriors,Detroit Pistons,San Francisco,CA
basketball,pro,NBA,2024-01-05,Friday,",",Los Angeles Lakers,Memphis Grizzlies,Los Angeles,CA
basketball,pro,NBA,2024-01-05,Friday,",",Sacramento Kings,Toronto Raptors,Sacramento,CA
basketball,pro,NBA,2024-01-06,Saturday,",",Indiana Pacers,Boston Celtics,Indianapolis,IN
basketball,pro,NBA,2024-01-06,Saturday,",",Washington Wizards,New York Knicks,Washington,DC
basketball,pro,NBA,2024-01-06,Saturday,",",Philadelphia 76ers,Utah Jazz,Philadelphia,PA
basketball,pro,NBA,2024-01-06,Saturday,",",Houston Rockets,Milwaukee Bucks,Houston,TX
basketball,pro,NBA,2024-01-07,Sunday,",",Cleveland Cavaliers,San Antonio Spurs,Cleveland,OH
basketball,pro,NBA,2024-01-07,Sunday,",",Brooklyn Nets,Portland Trail Blazers,Brooklyn,NY
