Sport,Level,League,Date,Day,Time,Home Team,Road Team,City,State
basketball,pro,NBA,2024-01-07,Sunday,",",Orlando Magic,Atlanta Hawks,Orlando,FL
basketball,pro,NBA,2024-01-07,Sunday,",",Sacramento Kings,New Orleans Pelicans,Sacramento,CA
basketball,pro,NBA,2024-01-07,Sunday,",",Dallas Mavericks,Minnesota Timberwolves,Dallas,TX
basketball,pro,NBA,2024-01-07,Sunday,",",Denver Nuggets,Detroit Pistons,Denver,CO
basketball,pro,NBA,2024-01-07,Sunday,",",Phoenix Suns,Memphis Grizzlies,Phoenix,AZ
basketball,pro,NBA,2024-01-07,Sunday,",",Golden State Warriors,Toronto Raptors,San Francisco,CA
basketball,pro,NBA,2024-01-07,Sunday,",",Los Angeles Lakers,Los Angeles Clippers,Los Angeles,CA
basketball,pro,NBA,2024-01-08,Monday,",",Charlotte Hornets,Chicago Bulls,Charlotte,NC
basketball,pro,NBA,2024-01-08,Monday,",",Indiana Pacers,Boston Celtics,Indianapolis,IN
basketball,pro,NBA,2024-01-08,Monday,",",Washington Wizards,Oklahoma City Thunder,Washington,DC
basketball,pro,NBA,2024-01-08,Monday,",",Miami Heat,Houston Rockets,Miami,FL
basketball,pro,NBA,2024-01-08,Monday,",",Milwaukee Bucks,Utah Jazz,Milwaukee,WI
basketball,pro,NBA,2024-01-08,Monday,",",Los Angeles Clippers,Phoenix Suns,Los Angeles,CA
basketball,pro,NBA,2024-01-09,Tuesday,",",Detroit Pistons,Sacramento Kings,Detroit,MI
basketball,pro,NBA,2024-01-09,Tuesday,",",Orlando Magic,Minnesota Timberwolves,Orlando,FL
basketball,pro,NBA,2024-01-09,Tuesday,",",New York Knicks,Portland Trail Blazers,New York,NY
basketball,pro,NBA,2024-01-09,Tuesday,",",Dallas Mavericks,Memphis Grizzlies,Dallas,TX
basketball,pro,NBA,2024-01-09,Tuesday,",",Los Angeles Lakers,Toronto Raptors,Los Angeles,CA
basketball,pro,NBA,2024-01-10,Wednesday,",",Boston Celtics,Minnesota Timberwolves,Boston,MA
basketball,pro,NBA,2024-01-10,Wednesday,",",Charlotte Hornets,Sacramento Kings,Charlotte,NC
basketball,pro,NBA,2024-01-10,Wednesday,",",Detroit Pistons,San Antonio Spurs,Detroit,MI
basketball,pro,NBA,2024-01-10,Wednesday,",",Indiana Pacers,Washington Wizards,Indianapolis,IN
basketball,pro,NBA,2024-01-10,Wednesday,",",Atlanta Hawks,Philadelphia 76ers,Atlanta,GA
basketball,pro,NBA,2024-01-10,Wednesday,",",Miami Heat,Oklahoma City Thunder,Miami,FL
basketball,pro,NBA,2024-01-10,Wednesday,",",Chicago Bulls,Houston Rockets,Chicago,IL
basketball,pro,NBA,2024-01-10,Wednesday,",",Golden State Warriors,New Orleans Pelicans,San Francisco,CA
basketball,pro,NBA,2024-01-10,Wednesday,",",Utah Jazz,Denver Nuggets,Salt Lake City,UT
basketball,pro,NBA,2024-01-10,Wednesday,",",Los Angeles Clippers,Toronto Raptors,Los Angeles,CA
basketball,pro,NBA,2024-01-11,Thursday,",",Cleveland Cavaliers,Brooklyn Nets,Cleveland,OH
basketball,pro,NBA,2024-01-11,Thursday,",",Milwaukee Bucks,Boston Celtics,Milwaukee,WI
basketball,pro,NBA,2024-01-11,Thursday,",",Oklahoma City Thunder,Portland Trail Blazers,Oklahoma City,OK
basketball,pro,NBA,2024-01-11,Thursday,",",Dallas Mavericks,New York Knicks,Dallas,TX
basketball,pro,NBA,2024-01-11,Thursday,",",Los Angeles Lakers,Phoenix Suns,Los Angeles,CA
basketball,pro,NBA,2024-01-12,Friday,",",Philadelphia 76ers,Sacramento Kings,Philadelphia,PA
basketball,pro,NBA,2024-01-12,Friday,",",Atlanta Hawks,Indiana Pacers,Atlanta,GA
basketball,pro,NBA,2024-01-12,Friday,",",Detroit Pistons,Houston Rockets,Detroit,MI
basketball,pro,NBA,2024-01-12,Friday,",",Chicago Bulls,Golden State Warriors,Chicago,IL
basketball,pro,NBA,2024-01-12,Friday,",",Memphis Grizzlies,Los Angeles Clippers,Memphis,TN
basketball,pro,NBA,2024-01-12,Friday,",",Miami Heat,Orlando Magic,Miami,FL
basketball,pro,NBA,2024-01-12,Friday,",",Minnesota Timberwolves,Portland Trail Blazers,Minneapolis,MN
basketball,pro,NBA,2024-01-12,Friday,",",Denver Nuggets,New Orleans Pelicans,Denver,CO
basketball,pro,NBA,2024-01-12,Friday,",",Utah Jazz,Toronto Raptors,Salt Lake City,UT
basketball,pro,NBA,2024-01-12,Friday,",",San Antonio Spurs,Charlotte Hornets,San Antonio,TX
basketball,pro,NBA,2024-01-13,Saturday,",",Boston Celtics,Houston Rockets,Boston,MA
basketball,pro,NBA,2024-01-13,Saturday,",",Atlanta Hawks,Washington Wizards,Atlanta,GA
basketball,pro,NBA,2024-01-13,Saturday,",",Memphis Grizzlies,New York Knicks,Memphis,TN
basketball,pro,NBA,2024-01-13,Saturday,",",Milwaukee Bucks,Golden State Warriors,Milwaukee,WI
basketball,pro,NBA,2024-01-13,Saturday,",",Oklahoma City Thunder,Orlando Magic,Oklahoma City,OK
basketball,pro,NBA,2024-01-13,Saturday,",",Dallas Mavericks,New Orleans Pelicans,Dallas,TX
basketball,pro,NBA,2024-01-13,Saturday,",",San Antonio Spurs,Chicago Bulls,San Antonio,TX
basketball,pro,NBA,2024-01-13,Saturday,",",Utah Jazz,Los Angeles Lakers,Salt Lake City,UT
basketball,pro,NBA,2024-01-14,Sunday,",",Denver Nuggets,Indiana Pacers,Denver,CO
basketball,pro,NBA,2024-01-14,Sunday,",",Miami Heat,Charlotte Hornets,Miami,FL
basketball,pro,NBA,2024-01-14,Sunday,",",Milwaukee Bucks,Sacramento Kings,Milwaukee,WI
basketball,pro,NBA,2024-01-14,Sunday,",",Minnesota Timberwolves,Los Angeles Clippers,Minneapolis,MN
basketball,pro,NBA,2024-01-14,Sunday,",",Portland Trail Blazers,Phoenix Suns,Portland,OR
basketball,pro,NBA,2024-01-15,Monday,",",Philadelphia 76ers,Houston Rockets,Philadelphia,PA
basketball,pro,NBA,2024-01-15,Monday,",",Dallas Mavericks,New Orleans Pelicans,Dallas,TX
basketball,pro,NBA,2024-01-15,Monday,",",New York Knicks,Orlando Magic,New York,NY
basketball,pro,NBA,2024-01-15,Monday,",",Washington Wizards,Detroit Pistons,Washington,DC
basketball,pro,NBA,2024-01-15,Monday,",",Atlanta Hawks,San Antonio Spurs,Atlanta,GA
basketball,pro,NBA,2024-01-15,Monday,",",Memphis Grizzlies,Golden State Warriors,Memphis,TN
basketball,pro,NBA,2024-01-15,Monday,",",Cleveland Cavaliers,Chicago Bulls,Cleveland,OH
basketball,pro,NBA,2024-01-15,Monday,",",Brooklyn Nets,Miami Heat,Brooklyn,NY
basketball,pro,NBA,2024-01-15,Monday,",",Toronto Raptors,Boston Celtics,Toronto,ON
basketball,pro,NBA,2024-01-15,Monday,",",Utah Jazz,Indiana Pacers,Salt Lake City,UT
basketball,pro,NBA,2024-01-15,Monday,",",Los Angeles Lakers,Oklahoma City Thunder,Los Angeles,CA
basketball,pro,NBA,2024-01-16,Tuesday,",",Philadelphia 76ers,Denver Nuggets,Philadelphia,PA
basketball,pro,NBA,2024-01-16,Tuesday,",",Phoenix Suns,Sacramento Kings,Phoenix,AZ
basketball,pro,NBA,2024-01-16,Tuesday,",",Los Angeles Clippers,Oklahoma City Thunder,Los Angeles,CA
basketball,pro,NBA,2024-01-17,Wednesday,",",Detroit Pistons,Minnesota Timberwolves,Detroit,MI
basketball,pro,NBA,2024-01-17,Wednesday,",",Atlanta Hawks,Orlando Magic,Atlanta,GA
basketball,pro,NBA,2024-01-17,Wednesday,",",Boston Celtics,San Antonio Spurs,Boston,MA
basketball,pro,NBA,2024-01-17,Wednesday,",",Cleveland Cavaliers,Milwaukee Bucks,Cleveland,OH
basketball,pro,NBA,2024-01-17,Wednesday,",",New York Knicks,Houston Rockets,New York,NY
basketball,pro,NBA,2024-01-17,Wednesday,",",Toronto Raptors,Miami Heat,Toronto,ON
basketball,pro,NBA,2024-01-17,Wednesday,",",New Orleans Pelicans,Charlotte Hornets,New Orleans,LA
basketball,pro,NBA,2024-01-17,Wednesday,",",Los Angeles Lakers,Dallas Mavericks,Los Angeles,CA
basketball,pro,NBA,2024-01-17,Wednesday,",",Utah Jazz,Golden State Warriors,Salt Lake City,UT
basketball,pro,NBA,2024-01-17,Wednesday,",",Portland Trail Blazers,Brooklyn Nets,Portland,OR
basketball,pro,NBA,2024-01-18,Thursday,",",New York Knicks,Washington Wizards,New York,NY
basketball,pro,NBA,2024-01-18,Thursday,",",Toronto Raptors,Chicago Bulls,Toronto,ON
basketball,pro,NBA,2024-01-18,Thursday,",",Utah Jazz,Oklahoma City Thunder,Salt Lake City,UT
basketball,pro,NBA,2024-01-18,Thursday,",",Minnesota Timberwolves,Memphis Grizzlies,Minneapolis,MN
basketball,pro,NBA,2024-01-18,Thursday,",",Sacramento Kings,Indiana Pacers,Sacramento,CA
basketball,pro,NBA,2024-01-19,Friday,",",Charlotte Hornets,San Antonio Spurs,Charlotte,NC
basketball,pro,NBA,2024-01-19,Friday,",",Orlando Magic,Philadelphia 76ers,Orlando,FL
basketball,pro,NBA,2024-01-19,Friday,",",Boston Celtics,Denver Nuggets,Boston,MA
basketball,pro,NBA,2024-01-19,Friday,",",Miami Heat,Atlanta Hawks,Miami,FL
basketball,pro,NBA,2024-01-19,Friday,",",New Orleans Pelicans,Phoenix Suns,New Orleans,LA
basketball,pro,NBA,2024-01-19,Friday,",",Golden State Warriors,Dallas Mavericks,San Francisco,CA
basketball,pro,NBA,2024-01-19,Friday,",",Portland Trail Blazers,Indiana Pacers,Portland,OR
basketball,pro,NBA,2024-01-19,Friday,",",Los Angeles Lakers,Brooklyn Nets,Los Angeles,CA
basketball,pro,NBA,2024-01-20,Saturday,",",Detroit Pistons,Milwaukee Bucks,Detroit,MI
basketball,pro,NBA,2024-01-20,Saturday,",",Charlotte Hornets,Philadelphia 76ers,Charlotte,NC
basketball,pro,NBA,2024-01-20,Saturday,",",Washington Wizards,San Antonio Spurs,Washington,DC
basketball,pro,NBA,2024-01-20,Saturday,",",Atlanta Hawks,Cleveland Cavaliers,Atlanta,GA
basketball,pro,NBA,2024-01-20,Saturday,",",New York Knicks,Toronto Raptors,New York,NY
basketball,pro,NBA,2024-01-20,Saturday,",",Chicago Bulls,Memphis Grizzlies,Chicago,IL
basketball,pro,NBA,2024-01-20,Saturday,",",Houston Rockets,Utah Jazz,Houston,TX
basketball,pro,NBA,2024-01-20,Saturday,",",Minnesota Timberwolves,Oklahoma City Thunder,Minneapolis,MN
basketball,pro,NBA,2024-01-21,Sunday,",",Los Angeles Clippers,Brooklyn Nets,Los Angeles,CA
basketball,pro,NBA,2024-01-21,Sunday,",",Orlando Magic,Miami Heat,Orlando,FL
basketball,pro,NBA,2024-01-21,Sunday,",",Washington Wizards,Denver Nuggets,Washington,DC
basketball,pro,NBA,2024-01-21,Sunday,",",Houston Rockets,Boston Celtics,Houston,TX
basketball,pro,NBA,2024-01-21,Sunday,",",Phoenix Suns,Indiana Pacers,Phoenix,AZ
basketball,pro,NBA,2024-01-21,Sunday,",",Los Angeles Lakers,Portland Trail Blazers,Los Angeles,CA
basketball,pro,NBA,2024-01-22,Monday,",",Detroit Pistons,Milwaukee Bucks,Detroit,MI
basketball,pro,NBA,2024-01-22,Monday,",",Orlando Magic,Cleveland Cavaliers,Orlando,FL
basketball,pro,NBA,2024-01-22,Monday,",",Philadelphia 76ers,San Antonio Spurs,Philadelphia,PA
basketball,pro,NBA,2024-01-22,Monday,",",Toronto Raptors,Memphis Grizzlies,Toronto,ON
basketball,pro,NBA,2024-01-22,Monday,",",Minnesota Timberwolves,Charlotte Hornets,Minneapolis,MN
basketball,pro,NBA,2024-01-22,Monday,",",Dallas Mavericks,Boston Celtics,Dallas,TX
basketball,pro,NBA,2024-01-22,Monday,",",Phoenix Suns,Chicago Bulls,Phoenix,AZ
basketball,pro,NBA,2024-01-22,Monday,",",Sacramento Kings,Atlanta Hawks,Sacramento,CA
basketball,pro,NBA,2024-01-23,Tuesday,",",Indiana Pacers,Denver Nuggets,Indianapolis,IN
basketball,pro,NBA,2024-01-23,Tuesday,",",Brooklyn Nets,New York Knicks,Brooklyn,NY
basketball,pro,NBA,2024-01-23,Tuesday,",",New Orleans Pelicans,Utah Jazz,New Orleans,LA
basketball,pro,NBA,2024-01-23,Tuesday,",",Oklahoma City Thunder,Portland Trail Blazers,Oklahoma City,OK
basketball,pro,NBA,2024-01-23,Tuesday,",",Los Angeles Clippers,Los Angeles Lakers,Los Angeles,CA
basketball,pro,NBA,2024-01-24,Wednesday,",",Detroit Pistons,Charlotte Hornets,Detroit,MI
basketball,pro,NBA,2024-01-24,Wednesday,",",Washington Wizards,Minnesota Timberwolves,Washington,DC
basketball,pro,NBA,2024-01-24,Wednesday,",",Miami Heat,Memphis Grizzlies,Miami,FL
basketball,pro,NBA,2024-01-24,Wednesday,",",Houston Rockets,Portland Trail Blazers,Houston,TX
basketball,pro,NBA,2024-01-24,Wednesday,",",Milwaukee Bucks,Cleveland Cavaliers,Milwaukee,WI
basketball,pro,NBA,2024-01-24,Wednesday,",",San Antonio Spurs,Oklahoma City Thunder,San Antonio,TX
basketball,pro,NBA,2024-01-24,Wednesday,",",Dallas Mavericks,Phoenix Suns,Dallas,TX
basketball,pro,NBA,2024-01-24,Wednesday,",",Golden State Warriors,Atlanta Hawks,San Francisco,CA
basketball,pro,NBA,2024-01-25,Thursday,",",Indiana Pacers,Philadelphia 76ers,Indianapolis,IN
basketball,pro,NBA,2024-01-25,Thursday,",",Washington Wizards,Utah Jazz,Washington,DC
basketball,pro,NBA,2024-01-25,Thursday,",",Brooklyn Nets,Minnesota Timberwolves,Brooklyn,NY
basketball,pro,NBA,2024-01-25,Thursday,",",Miami Heat,Boston Celtics,Miami,FL
basketball,pro,NBA,2024-01-25,Thursday,",",New York Knicks,Denver Nuggets,New York,NY
basketball,pro,NBA,2024-01-25,Thursday,",",Golden State Warriors,Sacramento Kings,San Francisco,CA
basketball,pro,NBA,2024-01-25,Thursday,",",Los Angeles Lakers,Chicago Bulls,Los Angeles,CA
basketball,pro,NBA,2024-01-26,Friday,",",Atlanta Hawks,Dallas Mavericks,Atlanta,GA
basketball,pro,NBA,2024-01-26,Friday,",",Charlotte Hornets,Houston Rockets,Charlotte,NC
basketball,pro,NBA,2024-01-26,Friday,",",Indiana Pacers,Phoenix Suns,Indianapolis,IN
basketball,pro,NBA,2024-01-26,Friday,",",Toronto Raptors,Los Angeles Clippers,Toronto,ON
basketball,pro,NBA,2024-01-26,Friday,",",Memphis Grizzlies,Orlando Magic,Memphis,TN
basketball,pro,NBA,2024-01-26,Friday,",",Milwaukee Bucks,Cleveland Cavaliers,Milwaukee,WI
basketball,pro,NBA,2024-01-26,Friday,",",New Orleans Pelicans,Oklahoma City Thunder,New Orleans,LA
basketball,pro,NBA,2024-01-26,Friday,",",San Antonio Spurs,Portland Trail Blazers,San Antonio,TX
basketball,pro,NBA,2024-01-27,Saturday,",",Detroit Pistons,Washington Wizards,Detroit,MI
basketball,pro,NBA,2024-01-27,Saturday,",",New York Knicks,Miami Heat,New York,NY
basketball,pro,NBA,2024-01-27,Saturday,",",Denver Nuggets,Philadelphia 76ers,Denver,CO
basketball,pro,NBA,2024-01-27,Saturday,",",Brooklyn Nets,Houston Rockets,Brooklyn,NY
basketball,pro,NBA,2024-01-27,Saturday,",",Boston Celtics,Los Angeles Clippers,Boston,MA
basketball,pro,NBA,2024-01-27,Saturday,",",Charlotte Hornets,Utah Jazz,Charlotte,NC
basketball,pro,NBA,2024-01-27,Saturday,",",Milwaukee Bucks,New Orleans Pelicans,Milwaukee,WI
basketball,pro,NBA,2024-01-27,Saturday,",",Golden State Warriors,Los Angeles Lakers,San Francisco,CA
basketball,pro,NBA,2024-01-27,Saturday,",",San Antonio Spurs,Minnesota Timberwolves,San Antonio,TX
basketball,pro,NBA,2024-01-27,Saturday,",",Dallas Mavericks,Sacramento Kings,Dallas,TX
basketball,pro,NBA,2024-01-28,Sunday,",",Indiana Pacers,Memphis Grizzlies,Indianapolis,IN
basketball,pro,NBA,2024-01-28,Sunday,",",Atlanta Hawks,Toronto Raptors,Atlanta,GA
basketball,pro,NBA,2024-01-28,Sunday,",",Detroit Pistons,Oklahoma City Thunder,Detroit,MI
basketball,pro,NBA,2024-01-28,Sunday,",",Orlando Magic,Phoenix Suns,Orlando,FL
basketball,pro,NBA,2024-01-28,Sunday,",",Portland Trail Blazers,Chicago Bulls,Portland,OR
basketball,pro,NBA,2024-01-29,Monday,",",Charlotte Hornets,New York Knicks,Charlotte,NC
basketball,pro,NBA,2024-01-29,Monday,",",Cleveland Cavaliers,Los Angeles Clippers,Cleveland,OH
basketball,pro,NBA,2024-01-29,Monday,",",Boston Celtics,New Orleans Pelicans,Boston,MA
basketball,pro,NBA,2024-01-29,Monday,",",Brooklyn Nets,Utah Jazz,Brooklyn,NY
basketball,pro,NBA,2024-01-29,Monday,",",Miami Heat,Phoenix Suns,Miami,FL
basketball,pro,NBA,2024-01-29,Monday,",",Houston Rockets,Los Angeles Lakers,Houston,TX
basketball,pro,NBA,2024-01-29,Monday,",",Memphis Grizzlies,Sacramento Kings,Memphis,TN
basketball,pro,NBA,2024-01-29,Monday,",",Oklahoma City Thunder,Minnesota Timberwolves,Oklahoma City,OK
basketball,pro,NBA,2024-01-29,Monday,",",San Antonio Spurs,Washington Wizards,San Antonio,TX
basketball,pro,NBA,2024-01-29,Monday,",",Dallas Mavericks,Orlando Magic,Dallas,TX
basketball,pro,NBA,2024-01-29,Monday,",",Denver Nuggets,Milwaukee Bucks,Denver,CO
basketball,pro,NBA,2024-01-29,Monday,",",Portland Trail Blazers,Philadelphia 76ers,Portland,OR
basketball,pro,NBA,2024-01-30,Tuesday,",",Atlanta Hawks,Los Angeles Lakers,Atlanta,GA
basketball,pro,NBA,2024-01-30,Tuesday,",",Boston Celtics,Indiana Pacers,Boston,MA
basketball,pro,NBA,2024-01-30,Tuesday,",",New York Knicks,Utah Jazz,New York,NY
basketball,pro,NBA,2024-01-30,Tuesday,",",Chicago Bulls,Toronto Raptors,Chicago,IL
basketball,pro,NBA,2024-01-30,Tuesday,",",Golden State Warriors,Philadelphia 76ers,San Francisco,CA
basketball,pro,NBA,2024-01-31,Wednesday,",",Charlotte Hornets,Chicago Bulls,Charlotte,NC
basketball,pro,NBA,2024-01-31,Wednesday,",",Cleveland Cavaliers,Detroit Pistons,Cleveland,OH
basketball,pro,NBA,2024-01-31,Wednesday,",",Washington Wizards,Los Angeles Clippers,Washington,DC
basketball,pro,NBA,2024-01-31,Wednesday,",",Miami Heat,Sacramento Kings,Miami,FL
basketball,pro,NBA,2024-01-31,Wednesday,",",Houston Rockets,New Orleans Pelicans,Houston,TX
basketball,pro,NBA,2024-01-31,Wednesday,",",Minnesota Timberwolves,Dallas Mavericks,Minneapolis,MN
basketball,pro,NBA,2024-01-31,Wednesday,",",Oklahoma City Thunder,Denver Nuggets,Oklahoma City,OK
basketball,pro,NBA,2024-01-31,Wednesday,",",San Antonio Spurs,Orlando Magic,San Antonio,TX
basketball,pro,NBA,2024-01-31,Wednesday,",",Brooklyn Nets,Phoenix Suns,Brooklyn,NY
basketball,pro,NBA,2024-01-31,Wednesday,",",Portland Trail Blazers,Milwaukee Bucks,Portland,OR
basketball,pro,NBA,2024-02-01,Thursday,",",Boston Celtics,Los Angeles Lakers,Boston,MA
basketball,pro,NBA,2024-02-01,Thursday,",",New York Knicks,Indiana Pacers,New York,NY
basketball,pro,NBA,2024-02-01,Thursday,",",Utah Jazz,Philadelphia 76ers,Salt Lake City,UT
basketball,pro,NBA,2024-02-01,Thursday,",",Memphis Grizzlies,Cleveland Cavaliers,Memphis,TN
basketball,pro,NBA,2024-02-02,Friday,",",Detroit Pistons,Los Angeles Clippers,Detroit,MI
basketball,pro,NBA,2024-02-02,Friday,",",Washington Wizards,Miami Heat,Washington,DC
basketball,pro,NBA,2024-02-02,Friday,",",Atlanta Hawks,Phoenix Suns,Atlanta,GA
basketball,pro,NBA,2024-02-02,Friday,",",Indiana Pacers,Sacramento Kings,Indianapolis,IN
basketball,pro,NBA,2024-02-02,Friday,",",Houston Rockets,Toronto Raptors,Houston,TX
basketball,pro,NBA,2024-02-02,Friday,",",Memphis Grizzlies,Golden State Warriors,Memphis,TN
basketball,pro,NBA,2024-02-02,Friday,",",Minnesota Timberwolves,Orlando Magic,Minneapolis,MN
basketball,pro,NBA,2024-02-02,Friday,",",Oklahoma City Thunder,Charlotte Hornets,Oklahoma City,OK
basketball,pro,NBA,2024-02-02,Friday,",",San Antonio Spurs,New Orleans Pelicans,San Antonio,TX
basketball,pro,NBA,2024-02-02,Friday,",",Denver Nuggets,Portland Trail Blazers,Denver,CO
basketball,pro,NBA,2024-02-03,Saturday,",",Philadelphia 76ers,Brooklyn Nets,Philadelphia,PA
basketball,pro,NBA,2024-02-03,Saturday,",",Atlanta Hawks,Golden State Warriors,Atlanta,GA
basketball,pro,NBA,2024-02-03,Saturday,",",Chicago Bulls,Sacramento Kings,Chicago,IL
basketball,pro,NBA,2024-02-03,Saturday,",",Dallas Mavericks,Milwaukee Bucks,Dallas,TX
basketball,pro,NBA,2024-02-03,Saturday,",",New York Knicks,Los Angeles Lakers,New York,NY
basketball,pro,NBA,2024-02-03,Saturday,",",San Antonio Spurs,Cleveland Cavaliers,San Antonio,TX
basketball,pro,NBA,2024-02-04,Sunday,",",Detroit Pistons,Orlando Magic,Detroit,MI
basketball,pro,NBA,2024-02-04,Sunday,",",Washington Wizards,Phoenix Suns,Washington,DC
basketball,pro,NBA,2024-02-04,Sunday,",",Boston Celtics,Memphis Grizzlies,Boston,MA
basketball,pro,NBA,2024-02-04,Sunday,",",Charlotte Hornets,Indiana Pacers,Charlotte,NC
basketball,pro,NBA,2024-02-04,Sunday,",",Miami Heat,Los Angeles Clippers,Miami,FL
basketball,pro,NBA,2024-02-04,Sunday,",",Minnesota Timberwolves,Houston Rockets,Minneapolis,MN
basketball,pro,NBA,2024-02-04,Sunday,",",Oklahoma City Thunder,Toronto Raptors,Oklahoma City,OK
basketball,pro,NBA,2024-02-04,Sunday,",",Utah Jazz,Milwaukee Bucks,Salt Lake City,UT
basketball,pro,NBA,2024-02-04,Sunday,",",Denver Nuggets,Portland Trail Blazers,Denver,CO
basketball,pro,NBA,2024-02-05,Monday,",",Charlotte Hornets,Los Angeles Lakers,Charlotte,NC
basketball,pro,NBA,2024-02-05,Monday,",",Cleveland Cavaliers,Sacramento Kings,Cleveland,OH
basketball,pro,NBA,2024-02-05,Monday,",",Philadelphia 76ers,Dallas Mavericks,Philadelphia,PA
basketball,pro,NBA,2024-02-05,Monday,",",Atlanta Hawks,Los Angeles Clippers,Atlanta,GA
basketball,pro,NBA,2024-02-05,Monday,",",Brooklyn Nets,Golden State Warriors,Brooklyn,NY
basketball,pro,NBA,2024-02-05,Monday,",",New Orleans Pelicans,Toronto Raptors,New Orleans,LA
basketball,pro,NBA,2024-02-06,Tuesday,",",Indiana Pacers,Houston Rockets,Indianapolis,IN
basketball,pro,NBA,2024-02-06,Tuesday,",",Brooklyn Nets,Dallas Mavericks,Brooklyn,NY
basketball,pro,NBA,2024-02-06,Tuesday,",",Miami Heat,Orlando Magic,Miami,FL
basketball,pro,NBA,2024-02-06,Tuesday,",",New York Knicks,Memphis Grizzlies,New York,NY
basketball,pro,NBA,2024-02-06,Tuesday,",",Chicago Bulls,Minnesota Timberwolves,Chicago,IL
basketball,pro,NBA,2024-02-06,Tuesday,",",Utah Jazz,Oklahoma City Thunder,Salt Lake City,UT
basketball,pro,NBA,2024-02-06,Tuesday,",",Phoenix Suns,Milwaukee Bucks,Phoenix,AZ
basketball,pro,NBA,2024-02-07,Wednesday,",",Charlotte Hornets,Toronto Raptors,Charlotte,NC
basketball,pro,NBA,2024-02-07,Wednesday,",",Philadelphia 76ers,Golden State Warriors,Philadelphia,PA
basketball,pro,NBA,2024-02-07,Wednesday,",",Washington Wizards,Cleveland Cavaliers,Washington,DC
basketball,pro,NBA,2024-02-07,Wednesday,",",Boston Celtics,Atlanta Hawks,Boston,MA
basketball,pro,NBA,2024-02-07,Wednesday,",",Miami Heat,San Antonio Spurs,Miami,FL
basketball,pro,NBA,2024-02-07,Wednesday,",",Los Angeles Clippers,New Orleans Pelicans,Los Angeles,CA
basketball,pro,NBA,2024-02-07,Wednesday,",",Sacramento Kings,Detroit Pistons,Sacramento,CA
basketball,pro,NBA,2024-02-08,Thursday,",",Indiana Pacers,Golden State Warriors,Indianapolis,IN
basketball,pro,NBA,2024-02-08,Thursday,",",Orlando Magic,San Antonio Spurs,Orlando,FL
basketball,pro,NBA,2024-02-08,Thursday,",",Brooklyn Nets,Cleveland Cavaliers,Brooklyn,NY
basketball,pro,NBA,2024-02-08,Thursday,",",New York Knicks,Dallas Mavericks,New York,NY
basketball,pro,NBA,2024-02-08,Thursday,",",Memphis Grizzlies,Chicago Bulls,Memphis,TN
basketball,pro,NBA,2024-02-08,Thursday,",",Milwaukee Bucks,Minnesota Timberwolves,Milwaukee,WI
basketball,pro,NBA,2024-02-08,Thursday,",",Phoenix Suns,Utah Jazz,Phoenix,AZ
basketball,pro,NBA,2024-02-08,Thursday,",",Los Angeles Lakers,Denver Nuggets,Los Angeles,CA
basketball,pro,NBA,2024-02-08,Thursday,",",Portland Trail Blazers,Detroit Pistons,Portland,OR
basketball,pro,NBA,2024-02-09,Friday,",",Philadelphia 76ers,Atlanta Hawks,Philadelphia,PA
basketball,pro,NBA,2024-02-09,Friday,",",Boston Celtics,Washington Wizards,Boston,MA
basketball,pro,NBA,2024-02-09,Friday,",",Toronto Raptors,Houston Rockets,Toronto,ON
basketball,pro,NBA,2024-02-09,Friday,",",Milwaukee Bucks,Charlotte Hornets,Milwaukee,WI
basketball,pro,NBA,2024-02-09,Friday,",",Sacramento Kings,Denver Nuggets,Sacramento,CA
basketball,pro,NBA,2024-02-09,Friday,",",Los Angeles Lakers,New Orleans Pelicans,Los Angeles,CA
basketball,pro,NBA,2024-02-10,Saturday,",",Dallas Mavericks,Oklahoma City Thunder,Dallas,TX
basketball,pro,NBA,2024-02-10,Saturday,",",Los Angeles Clippers,Detroit Pistons,Los Angeles,CA
basketball,pro,NBA,2024-02-10,Saturday,",",Brooklyn Nets,San Antonio Spurs,Brooklyn,NY
basketball,pro,NBA,2024-02-10,Saturday,",",Charlotte Hornets,Memphis Grizzlies,Charlotte,NC
basketball,pro,NBA,2024-02-10,Saturday,",",Orlando Magic,Chicago Bulls,Orlando,FL
basketball,pro,NBA,2024-02-10,Saturday,",",Washington Wizards,Philadelphia 76ers,Washington,DC
basketball,pro,NBA,2024-02-10,Saturday,",",Atlanta Hawks,Houston Rockets,Atlanta,GA
basketball,pro,NBA,2024-02-10,Saturday,",",New York Knicks,Indiana Pacers,New York,NY
basketball,pro,NBA,2024-02-10,Saturday,",",Toronto Raptors,Cleveland Cavaliers,Toronto,ON
basketball,pro,NBA,2024-02-10,Saturday,",",Golden State Warriors,Phoenix Suns,San Francisco,CA
basketball,pro,NBA,2024-02-10,Saturday,",",Portland Trail Blazers,New Orleans Pelicans,Portland,OR
basketball,pro,NBA,2024-02-11,Sunday,",",Miami Heat,Boston Celtics,Miami,FL
basketball,pro,NBA,2024-02-11,Sunday,",",Oklahoma City Thunder,Sacramento Kings,Oklahoma City,OK
basketball,pro,NBA,2024-02-12,Monday,",",Charlotte Hornets,Indiana Pacers,Charlotte,NC
basketball,pro,NBA,2024-02-12,Monday,",",Cleveland Cavaliers,Philadelphia 76ers,Cleveland,OH
