sport,level,league,date,day,time,home_team,road_team,location,home_city,home_state
baseball,minors,,2024-05-24,Friday,6:00 PM ET,PortlandPOR,HartfordHFD,Hadlock Field,Portland,ME
baseball,minors,,2024-05-24,Friday,6:05 PM ET,ErieERI,AltoonaALT,UPMC Park,Erie,PA
baseball,minors,,2024-05-24,Friday,6:05 PM ET,Great LakesGL,BeloitBEL,Dow Diamond,Midland,MI
baseball,minors,,2024-05-24,Friday,6:05 PM ET,WorcesterWOR,NorfolkNOR,Polar Park,Worcester,MA
baseball,minors,,2024-05-24,Friday,6:05 PM ET,BuffaloBUF,St. PaulSTP,Sahlen Field,Buffalo,NY
baseball,minors,,2024-05-24,Friday,6:10 PM ET,St. LucieSLU,ClearwaterCLR,Clover Park,Port St. Lucie,FL
baseball,minors,,2024-05-24,Friday,6:30 PM ET,GreensboroGBO,GreenvilleGVL,First National Bank Field,Greensboro,NC
baseball,minors,,2024-05-24,Friday,6:30 PM ET,CarolinaCAR,Myrtle BeachMB,Five County Stadium,Zebulon,NC
baseball,minors,,2024-05-24,Friday,6:30 PM ET,LakelandLAK,Palm BeachPMB,Publix Field at Joker Marchant Stadium,Lakeland,FL
baseball,minors,,2024-05-24,Friday,6:30 PM ET,JupiterJUP,TampaTAM,Roger Dean Chevrolet Stadium,Jupiter,FL
baseball,minors,,2024-05-24,Friday,6:30 PM ET,BradentonBRD,DunedinDUN,LECOM Park,Bradenton,FL
baseball,minors,,2024-05-24,Friday,6:35 PM ET,DurhamDUR,MemphisMEM,Durham Bulls Athletic Park,Durham,NC
baseball,minors,,2024-05-24,Friday,6:35 PM ET,DaytonaDBT,Fort MyersFTM,Jackie Robinson Ballpark,Daytona Beach,FL
baseball,minors,,2024-05-24,Friday,6:35 PM ET,Scranton/WBSWB,SyracuseSYR,PNC Field,Moosic,PA
baseball,minors,,2024-05-24,Friday,6:35 PM ET,Lake CountyLC,West MichiganWM,Classic Auto Group Park,Eastlake,OH
baseball,minors,,2024-05-24,Friday,6:35 PM ET,New HampshireNH,SomersetSOM,Delta Dental Stadium,Manchester,NH
baseball,minors,,2024-05-24,Friday,6:45 PM ET,ReadingREA,BinghamtonBNG,FirstEnergy Stadium,Reading,PA
baseball,minors,,2024-05-24,Friday,7:00 PM ET,RomeROM,WilmingtonWIL,AdventHealth Stadium,Rome,GA
baseball,minors,,2024-05-24,Friday,7:00 PM ET,BrooklynBRK,Hudson ValleyHV,Maimonides Park,Brooklyn,NY
baseball,minors,,2024-05-24,Friday,7:00 PM ET,HarrisburgHBG,AkronAKR,FNB Field,Harrisburg,PA
baseball,minors,,2024-05-24,Friday,7:00 PM ET,HickoryHIC,AshevilleASH,L.P. Frans Stadium,Hickory,NC
baseball,minors,,2024-05-24,Friday,7:00 PM ET,Winston-SalemWS,Bowling GreenBG,Truist Stadium,Winston-Salem,NC
baseball,minors,,2024-05-24,Friday,7:05 PM ET,FredericksburgFBG,LynchburgLYN,Virginia Credit Union Stadium,Fredericksburg,VA
baseball,minors,,2024-05-24,Friday,7:05 PM ET,CharlestonCSC,Down EastDE,"Joseph P. Riley, Jr. Ballpark",Charleston,SC
baseball,minors,,2024-05-24,Friday,7:05 PM ET,AugustaAUG,KannapolisKAN,SRP Park,North Augusta,SC
baseball,minors,,2024-05-24,Friday,7:05 PM ET,AberdeenABD,Jersey ShoreJS,Leidos Field at Ripken Stadium,Aberdeen,MD
baseball,minors,,2024-05-24,Friday,7:05 PM ET,GwinnettGWN,JacksonvilleJAX,Coolray Field,Lawrenceville,GA
baseball,minors,,2024-05-24,Friday,7:05 PM ET,South BendSB,WisconsinWIS,Four Winds Field,South Bend,IN
baseball,minors,,2024-05-24,Friday,7:05 PM ET,Fort WayneFW,LansingLAN,Parkview Field,Fort Wayne,IN
baseball,minors,,2024-05-24,Friday,7:05 PM ET,Lehigh ValleyLHV,RochesterROC,Coca-Cola Park,Allentown,PA
baseball,minors,,2024-05-24,Friday,7:05 PM ET,BowieBOW,RichmondRIC,Prince George's Stadium,Bowie,MD
