sport,level,league,date,day,time,home_team,road_team,location,home_city,home_state
basketball,college,ncaab,2024-12-06,Friday,19:00:00,Saint Peter's University,Manhattan University,"The Victor R. Yanitelli, S.J. Recreational Life Center",Jersey City,NJ
basketball,college,ncaab,2024-12-08,Sunday,13:00:00,Iona University,Saint Peter's University,Hynes Athletics Center,New Rochelle,NY
basketball,college,ncaab,2025-01-03,Friday,19:00:00,Saint Peter's University,Quinnipiac University,"The Victor R. Yanitelli, S.J. Recreational Life Center",Jersey City,NJ
basketball,college,ncaab,2025-01-10,Friday,18:30:00,Niagara University,Saint Peter's University,Gallagher Center,Niagara University,NY
basketball,college,ncaab,2025-01-12,Sunday,13:00:00,Canisius University,Saint Peter's University,Koessler Athletic Center,Buffalo,NY
basketball,college,ncaab,2025-01-16,Thursday,19:00:00,Saint Peter's University,Marist College,"The Victor R. Yanitelli, S.J. Recreational Life Center",Jersey City,NJ
basketball,college,ncaab,2025-01-18,Saturday,14:00:00,Sacred Heart University,Saint Peter's University,William H Pitt Athletic & Convocation Center,Fairfield,CT
basketball,college,ncaab,2025-01-23,Thursday,19:00:00,Saint Peter's University,Merrimack College,"The Victor R. Yanitelli, S.J. Recreational Life Center",Jersey City,NJ
basketball,college,ncaab,2025-01-31,Friday,19:00:00,Rider University,Saint Peter's University,Alumni Gymnasium,Lawrenceville,NJ
basketball,college,ncaab,2025-02-02,Sunday,14:00:00,Saint Peter's University,Mount St. Mary's (Md.),"The Victor R. Yanitelli, S.J. Recreational Life Center",Jersey City,NJ
basketball,college,ncaab,2025-02-06,Thursday,19:00:00,Siena College,Saint Peter's University,UHY Center,Loudonville,NY
basketball,college,ncaab,2025-02-08,Saturday,14:00:00,Manhattan University,Saint Peter's University,Draddy Gymnasium,Riverdale,NY
basketball,college,ncaab,2025-02-14,Friday,19:00:00,Saint Peter's University,Fairfield University,"The Victor R. Yanitelli, S.J. Recreational Life Center",Jersey City,NJ
basketball,college,ncaab,2025-02-16,Sunday,14:00:00,Saint Peter's University,Rider University,"The Victor R. Yanitelli, S.J. Recreational Life Center",Jersey City,NJ
basketball,college,ncaab,2025-02-21,Friday,19:00:00,Mount St. Mary's (Md.),Saint Peter's University,Knott Arena ,Emmitsburg,MD
basketball,college,ncaab,2025-02-23,Sunday,14:00:00,Saint Peter's University,Sacred Heart University,"The Victor R. Yanitelli, S.J. Recreational Life Center",Jersey City,NJ
basketball,college,ncaab,2025-02-28,Friday,19:00:00,Quinnipiac University,Saint Peter's University,Burt Kahn Court,Hamden,CT
basketball,college,ncaab,2025-03-02,Sunday,14:00:00,Marist College,Saint Peter's University,McCann Arena,Poughkeepsie,NY
basketball,college,ncaab,2025-03-06,Thursday,19:00:00,Saint Peter's University,Niagara University,"The Victor R. Yanitelli, S.J. Recreational Life Center",Jersey City,NJ
basketball,college,ncaab,2025-03-08,Saturday,14:00:00,Saint Peter's University,Canisius University,"The Victor R. Yanitelli, S.J. Recreational Life Center",Jersey City,NJ
basketball,college,ncaab,2025-03-11,Tuesday,00:00:00,Saint Peter's University,MAAC Championship,Boardwalk Hall,Jersey City,NJ
basketball,college,ncaab,2024-11-04,Monday,19:30:00,Seton Hall University,Saint Peter's University,Prudential Center,South Orange,NJ
basketball,college,ncaab,2024-11-08,Friday,18:00:00,University of Massachusetts Lowell,Saint Peter's University,Costello Athletic Center,Lowell,MA
basketball,college,ncaab,2024-11-11,Monday,19:00:00,Rutgers University,Saint Peter's University,Jersey Mike's Arena,New Brunswick,NJ
basketball,college,ncaab,2024-11-16,Saturday,14:00:00,UMBC,Saint Peter's University,Chesapeake Employers Insurance Arena,Baltimore,MD
basketball,college,ncaab,2024-11-20,Wednesday,19:00:00,Saint Peter's University,Saint Elizabeth University,"The Victor R. Yanitelli, S.J. Recreational Life Center",Jersey City,NJ
basketball,college,ncaab,2024-12-03,Tuesday,19:00:00,Duquesne University,Saint Peter's University,UPMC Cooper Fieldhouse,Pittsburgh,PA
basketball,college,ncaab,2024-12-20,Friday,19:00:00,Saint Peter's University,University of Delaware,"The Victor R. Yanitelli, S.J. Recreational Life Center",Jersey City,NJ
basketball,college,ncaab,2024-11-26,Tuesday,19:00:00,FDU,Saint Peter's University,Bogota Savings Bank Center,Teaneck,NJ
