primary_key,sport,level,league,date,day,time,home_team,road_team,location,home_city,home_state
NBA_2023-12-23_NA_New York Knicks_Milwaukee Bucks,basketball,pro,NBA,2023-12-23,Saturday,,New York Knicks,Milwaukee Bucks,Madison Square Garden (IV),New York,NY
NBA_2023-12-23_NA_Los Angeles Clippers_Boston Celtics,basketball,pro,NBA,2023-12-23,Saturday,,Los Angeles Clippers,Boston Celtics,Crypto.com Arena,Los Angeles,CA
NBA_2023-12-23_NA_Charlotte Hornets_Denver Nuggets,basketball,pro,NBA,2023-12-23,Saturday,,Charlotte Hornets,Denver Nuggets,Spectrum Center,Charlotte,NC
NBA_2023-12-23_NA_Indiana Pacers_Orlando Magic,basketball,pro,NBA,2023-12-23,Saturday,,Indiana Pacers,Orlando Magic,Gainbridge Fieldhouse,Indianapolis,IN
NBA_2023-12-23_NA_New Orleans Pelicans_Houston Rockets,basketball,pro,NBA,2023-12-23,Saturday,,New Orleans Pelicans,Houston Rockets,Smoothie King Center,New Orleans,LA
NBA_2023-12-23_NA_Atlanta Hawks_Memphis Grizzlies,basketball,pro,NBA,2023-12-23,Saturday,,Atlanta Hawks,Memphis Grizzlies,State Farm Arena,Atlanta,GA
NBA_2023-12-23_NA_Brooklyn Nets_Detroit Pistons,basketball,pro,NBA,2023-12-23,Saturday,,Brooklyn Nets,Detroit Pistons,Barclays Center,Brooklyn,NY
NBA_2023-12-23_NA_Toronto Raptors_Utah Jazz,basketball,pro,NBA,2023-12-23,Saturday,,Toronto Raptors,Utah Jazz,Scotiabank Arena,Toronto,ON
NBA_2023-12-23_NA_Chicago Bulls_Cleveland Cavaliers,basketball,pro,NBA,2023-12-23,Saturday,,Chicago Bulls,Cleveland Cavaliers,United Center,Chicago,IL
NBA_2023-12-23_NA_Oklahoma City Thunder_Los Angeles Lakers,basketball,pro,NBA,2023-12-23,Saturday,,Oklahoma City Thunder,Los Angeles Lakers,Paycom Center,Oklahoma City,OK
NBA_2023-12-23_NA_Dallas Mavericks_San Antonio Spurs,basketball,pro,NBA,2023-12-23,Saturday,,Dallas Mavericks,San Antonio Spurs,American Airlines Center,Dallas,TX
NBA_2023-12-23_NA_Golden State Warriors_Portland Trail Blazers,basketball,pro,NBA,2023-12-23,Saturday,,Golden State Warriors,Portland Trail Blazers,Chase Center,San Francisco,CA
NBA_2023-12-23_NA_Sacramento Kings_Minnesota Timberwolves,basketball,pro,NBA,2023-12-23,Saturday,,Sacramento Kings,Minnesota Timberwolves,Golden 1 Center,Sacramento,CA
NBA_2023-12-25_NA_New York Knicks_Milwaukee Bucks,basketball,pro,NBA,2023-12-25,Monday,,New York Knicks,Milwaukee Bucks,Madison Square Garden (IV),New York,NY
NBA_2023-12-25_NA_Denver Nuggets_Golden State Warriors,basketball,pro,NBA,2023-12-25,Monday,,Denver Nuggets,Golden State Warriors,Ball Arena,Denver,CO
NBA_2023-12-25_NA_Los Angeles Lakers_Boston Celtics,basketball,pro,NBA,2023-12-25,Monday,,Los Angeles Lakers,Boston Celtics,Crypto.com Arena,Los Angeles,CA
NBA_2023-12-25_NA_Miami Heat_Philadelphia 76ers,basketball,pro,NBA,2023-12-25,Monday,,Miami Heat,Philadelphia 76ers,Kaseya Center,Miami,FL
NBA_2023-12-25_NA_Phoenix Suns_Dallas Mavericks,basketball,pro,NBA,2023-12-25,Monday,,Phoenix Suns,Dallas Mavericks,Footprint Center,Phoenix,AZ
NBA_2023-12-26_NA_Detroit Pistons_Brooklyn Nets,basketball,pro,NBA,2023-12-26,Tuesday,,Detroit Pistons,Brooklyn Nets,Little Caesars Arena,Detroit,MI
NBA_2023-12-26_NA_Washington Wizards_Orlando Magic,basketball,pro,NBA,2023-12-26,Tuesday,,Washington Wizards,Orlando Magic,Capital One Arena,Washington,DC
NBA_2023-12-26_NA_Chicago Bulls_Atlanta Hawks,basketball,pro,NBA,2023-12-26,Tuesday,,Chicago Bulls,Atlanta Hawks,United Center,Chicago,IL
NBA_2023-12-26_NA_Houston Rockets_Indiana Pacers,basketball,pro,NBA,2023-12-26,Tuesday,,Houston Rockets,Indiana Pacers,Toyota Center,Houston,TX
NBA_2023-12-26_NA_New Orleans Pelicans_Memphis Grizzlies,basketball,pro,NBA,2023-12-26,Tuesday,,New Orleans Pelicans,Memphis Grizzlies,Smoothie King Center,New Orleans,LA
NBA_2023-12-26_NA_Oklahoma City Thunder_Minnesota Timberwolves,basketball,pro,NBA,2023-12-26,Tuesday,,Oklahoma City Thunder,Minnesota Timberwolves,Paycom Center,Oklahoma City,OK
NBA_2023-12-26_NA_San Antonio Spurs_Utah Jazz,basketball,pro,NBA,2023-12-26,Tuesday,,San Antonio Spurs,Utah Jazz,Frost Bank Center,San Antonio,TX
NBA_2023-12-26_NA_Portland Trail Blazers_Sacramento Kings,basketball,pro,NBA,2023-12-26,Tuesday,,Portland Trail Blazers,Sacramento Kings,Moda Center,Portland,OR
NBA_2023-12-26_NA_Los Angeles Clippers_Charlotte Hornets,basketball,pro,NBA,2023-12-26,Tuesday,,Los Angeles Clippers,Charlotte Hornets,Crypto.com Arena,Los Angeles,CA
NBA_2023-12-27_NA_Orlando Magic_Philadelphia 76ers,basketball,pro,NBA,2023-12-27,Wednesday,,Orlando Magic,Philadelphia 76ers,Amway Center,Orlando,FL
NBA_2023-12-27_NA_Washington Wizards_Toronto Raptors,basketball,pro,NBA,2023-12-27,Wednesday,,Washington Wizards,Toronto Raptors,Capital One Arena,Washington,DC
NBA_2023-12-27_NA_Brooklyn Nets_Milwaukee Bucks,basketball,pro,NBA,2023-12-27,Wednesday,,Brooklyn Nets,Milwaukee Bucks,Barclays Center,Brooklyn,NY
NBA_2023-12-27_NA_Houston Rockets_Phoenix Suns,basketball,pro,NBA,2023-12-27,Wednesday,,Houston Rockets,Phoenix Suns,Toyota Center,Houston,TX
NBA_2023-12-27_NA_Oklahoma City Thunder_New York Knicks,basketball,pro,NBA,2023-12-27,Wednesday,,Oklahoma City Thunder,New York Knicks,Paycom Center,Oklahoma City,OK
NBA_2023-12-27_NA_Dallas Mavericks_Cleveland Cavaliers,basketball,pro,NBA,2023-12-27,Wednesday,,Dallas Mavericks,Cleveland Cavaliers,American Airlines Center,Dallas,TX
NBA_2023-12-28_NA_Boston Celtics_Detroit Pistons,basketball,pro,NBA,2023-12-28,Thursday,,Boston Celtics,Detroit Pistons,TD Garden,Boston,MA
NBA_2023-12-28_NA_Chicago Bulls_Indiana Pacers,basketball,pro,NBA,2023-12-28,Thursday,,Chicago Bulls,Indiana Pacers,United Center,Chicago,IL
NBA_2023-12-28_NA_Minnesota Timberwolves_Dallas Mavericks,basketball,pro,NBA,2023-12-28,Thursday,,Minnesota Timberwolves,Dallas Mavericks,Target Center,Minneapolis,MN
NBA_2023-12-28_NA_New Orleans Pelicans_Utah Jazz,basketball,pro,NBA,2023-12-28,Thursday,,New Orleans Pelicans,Utah Jazz,Smoothie King Center,New Orleans,LA
NBA_2023-12-28_NA_Denver Nuggets_Memphis Grizzlies,basketball,pro,NBA,2023-12-28,Thursday,,Denver Nuggets,Memphis Grizzlies,Ball Arena,Denver,CO
NBA_2023-12-28_NA_Golden State Warriors_Miami Heat,basketball,pro,NBA,2023-12-28,Thursday,,Golden State Warriors,Miami Heat,Chase Center,San Francisco,CA
NBA_2023-12-28_NA_Portland Trail Blazers_San Antonio Spurs,basketball,pro,NBA,2023-12-28,Thursday,,Portland Trail Blazers,San Antonio Spurs,Moda Center,Portland,OR
NBA_2023-12-28_NA_Los Angeles Lakers_Charlotte Hornets,basketball,pro,NBA,2023-12-28,Thursday,,Los Angeles Lakers,Charlotte Hornets,Crypto.com Arena,Los Angeles,CA
NBA_2023-12-29_NA_Orlando Magic_New York Knicks,basketball,pro,NBA,2023-12-29,Friday,,Orlando Magic,New York Knicks,Amway Center,Orlando,FL
NBA_2023-12-29_NA_Washington Wizards_Brooklyn Nets,basketball,pro,NBA,2023-12-29,Friday,,Washington Wizards,Brooklyn Nets,Capital One Arena,Washington,DC
NBA_2023-12-29_NA_Atlanta Hawks_Sacramento Kings,basketball,pro,NBA,2023-12-29,Friday,,Atlanta Hawks,Sacramento Kings,State Farm Arena,Atlanta,GA
NBA_2023-12-29_NA_Boston Celtics_Toronto Raptors,basketball,pro,NBA,2023-12-29,Friday,,Boston Celtics,Toronto Raptors,TD Garden,Boston,MA
NBA_2023-12-29_NA_Cleveland Cavaliers_Milwaukee Bucks,basketball,pro,NBA,2023-12-29,Friday,,Cleveland Cavaliers,Milwaukee Bucks,Rocket Mortgage Fieldhouse,Cleveland,OH
NBA_2023-12-29_NA_Houston Rockets_Philadelphia 76ers,basketball,pro,NBA,2023-12-29,Friday,,Houston Rockets,Philadelphia 76ers,Toyota Center,Houston,TX
NBA_2023-12-29_NA_Denver Nuggets_Oklahoma City Thunder,basketball,pro,NBA,2023-12-29,Friday,,Denver Nuggets,Oklahoma City Thunder,Ball Arena,Denver,CO
NBA_2023-12-29_NA_Phoenix Suns_Charlotte Hornets,basketball,pro,NBA,2023-12-29,Friday,,Phoenix Suns,Charlotte Hornets,Footprint Center,Phoenix,AZ
NBA_2023-12-29_NA_Portland Trail Blazers_San Antonio Spurs,basketball,pro,NBA,2023-12-29,Friday,,Portland Trail Blazers,San Antonio Spurs,Moda Center,Portland,OR
NBA_2023-12-29_NA_Los Angeles Clippers_Memphis Grizzlies,basketball,pro,NBA,2023-12-29,Friday,,Los Angeles Clippers,Memphis Grizzlies,Crypto.com Arena,Los Angeles,CA
NBA_2023-12-30_NA_Utah Jazz_Miami Heat,basketball,pro,NBA,2023-12-30,Saturday,,Utah Jazz,Miami Heat,Delta Center,Salt Lake City,UT
NBA_2023-12-30_NA_Detroit Pistons_Toronto Raptors,basketball,pro,NBA,2023-12-30,Saturday,,Detroit Pistons,Toronto Raptors,Little Caesars Arena,Detroit,MI
NBA_2023-12-30_NA_Indiana Pacers_New York Knicks,basketball,pro,NBA,2023-12-30,Saturday,,Indiana Pacers,New York Knicks,Gainbridge Fieldhouse,Indianapolis,IN
NBA_2023-12-30_NA_Chicago Bulls_Philadelphia 76ers,basketball,pro,NBA,2023-12-30,Saturday,,Chicago Bulls,Philadelphia 76ers,United Center,Chicago,IL
NBA_2023-12-30_NA_Minnesota Timberwolves_Los Angeles Lakers,basketball,pro,NBA,2023-12-30,Saturday,,Minnesota Timberwolves,Los Angeles Lakers,Target Center,Minneapolis,MN
NBA_2023-12-30_NA_Golden State Warriors_Dallas Mavericks,basketball,pro,NBA,2023-12-30,Saturday,,Golden State Warriors,Dallas Mavericks,Chase Center,San Francisco,CA
NBA_2023-12-31_NA_Washington Wizards_Atlanta Hawks,basketball,pro,NBA,2023-12-31,Sunday,,Washington Wizards,Atlanta Hawks,Capital One Arena,Washington,DC
NBA_2023-12-31_NA_New Orleans Pelicans_Los Angeles Lakers,basketball,pro,NBA,2023-12-31,Sunday,,New Orleans Pelicans,Los Angeles Lakers,Smoothie King Center,New Orleans,LA
NBA_2023-12-31_NA_Oklahoma City Thunder_Brooklyn Nets,basketball,pro,NBA,2023-12-31,Sunday,,Oklahoma City Thunder,Brooklyn Nets,Paycom Center,Oklahoma City,OK
NBA_2023-12-31_NA_San Antonio Spurs_Boston Celtics,basketball,pro,NBA,2023-12-31,Sunday,,San Antonio Spurs,Boston Celtics,Frost Bank Center,San Antonio,TX
NBA_2023-12-31_NA_Memphis Grizzlies_Sacramento Kings,basketball,pro,NBA,2023-12-31,Sunday,,Memphis Grizzlies,Sacramento Kings,FedEx Forum,Memphis,TN
NBA_2023-12-31_NA_Phoenix Suns_Orlando Magic,basketball,pro,NBA,2023-12-31,Sunday,,Phoenix Suns,Orlando Magic,Footprint Center,Phoenix,AZ
NBA_2024-01-01_NA_New York Knicks_Minnesota Timberwolves,basketball,pro,NBA,2024-01-01,Monday,,New York Knicks,Minnesota Timberwolves,Madison Square Garden (IV),New York,NY
NBA_2024-01-01_NA_Toronto Raptors_Cleveland Cavaliers,basketball,pro,NBA,2024-01-01,Monday,,Toronto Raptors,Cleveland Cavaliers,Scotiabank Arena,Toronto,ON
NBA_2024-01-01_NA_Houston Rockets_Detroit Pistons,basketball,pro,NBA,2024-01-01,Monday,,Houston Rockets,Detroit Pistons,Toyota Center,Houston,TX
NBA_2024-01-01_NA_Milwaukee Bucks_Indiana Pacers,basketball,pro,NBA,2024-01-01,Monday,,Milwaukee Bucks,Indiana Pacers,Fiserv Forum,Milwaukee,WI
NBA_2024-01-01_NA_Denver Nuggets_Charlotte Hornets,basketball,pro,NBA,2024-01-01,Monday,,Denver Nuggets,Charlotte Hornets,Ball Arena,Denver,CO
NBA_2024-01-01_NA_Phoenix Suns_Portland Trail Blazers,basketball,pro,NBA,2024-01-01,Monday,,Phoenix Suns,Portland Trail Blazers,Footprint Center,Phoenix,AZ
NBA_2024-01-01_NA_Utah Jazz_Dallas Mavericks,basketball,pro,NBA,2024-01-01,Monday,,Utah Jazz,Dallas Mavericks,Delta Center,Salt Lake City,UT
NBA_2024-01-01_NA_Los Angeles Clippers_Miami Heat,basketball,pro,NBA,2024-01-01,Monday,,Los Angeles Clippers,Miami Heat,Crypto.com Arena,Los Angeles,CA
NBA_2024-01-02_NA_Philadelphia 76ers_Chicago Bulls,basketball,pro,NBA,2024-01-02,Tuesday,,Philadelphia 76ers,Chicago Bulls,Wells Fargo Center,Philadelphia,PA
NBA_2024-01-02_NA_Memphis Grizzlies_San Antonio Spurs,basketball,pro,NBA,2024-01-02,Tuesday,,Memphis Grizzlies,San Antonio Spurs,FedEx Forum,Memphis,TN
NBA_2024-01-02_NA_New Orleans Pelicans_Brooklyn Nets,basketball,pro,NBA,2024-01-02,Tuesday,,New Orleans Pelicans,Brooklyn Nets,Smoothie King Center,New Orleans,LA
NBA_2024-01-02_NA_Oklahoma City Thunder_Boston Celtics,basketball,pro,NBA,2024-01-02,Tuesday,,Oklahoma City Thunder,Boston Celtics,Paycom Center,Oklahoma City,OK
NBA_2024-01-02_NA_Golden State Warriors_Orlando Magic,basketball,pro,NBA,2024-01-02,Tuesday,,Golden State Warriors,Orlando Magic,Chase Center,San Francisco,CA
NBA_2024-01-02_NA_Sacramento Kings_Charlotte Hornets,basketball,pro,NBA,2024-01-02,Tuesday,,Sacramento Kings,Charlotte Hornets,Golden 1 Center,Sacramento,CA
NBA_2024-01-03_NA_Cleveland Cavaliers_Washington Wizards,basketball,pro,NBA,2024-01-03,Wednesday,,Cleveland Cavaliers,Washington Wizards,Rocket Mortgage Fieldhouse,Cleveland,OH
NBA_2024-01-03_NA_Indiana Pacers_Milwaukee Bucks,basketball,pro,NBA,2024-01-03,Wednesday,,Indiana Pacers,Milwaukee Bucks,Gainbridge Fieldhouse,Indianapolis,IN
NBA_2024-01-03_NA_Atlanta Hawks_Oklahoma City Thunder,basketball,pro,NBA,2024-01-03,Wednesday,,Atlanta Hawks,Oklahoma City Thunder,State Farm Arena,Atlanta,GA
NBA_2024-01-03_NA_Houston Rockets_Brooklyn Nets,basketball,pro,NBA,2024-01-03,Wednesday,,Houston Rockets,Brooklyn Nets,Toyota Center,Houston,TX
NBA_2024-01-03_NA_Memphis Grizzlies_Toronto Raptors,basketball,pro,NBA,2024-01-03,Wednesday,,Memphis Grizzlies,Toronto Raptors,FedEx Forum,Memphis,TN
NBA_2024-01-03_NA_Minnesota Timberwolves_New Orleans Pelicans,basketball,pro,NBA,2024-01-03,Wednesday,,Minnesota Timberwolves,New Orleans Pelicans,Target Center,Minneapolis,MN
NBA_2024-01-03_NA_Dallas Mavericks_Portland Trail Blazers,basketball,pro,NBA,2024-01-03,Wednesday,,Dallas Mavericks,Portland Trail Blazers,American Airlines Center,Dallas,TX
NBA_2024-01-03_NA_New York Knicks_Chicago Bulls,basketball,pro,NBA,2024-01-03,Wednesday,,New York Knicks,Chicago Bulls,Madison Square Garden (IV),New York,NY
NBA_2024-01-03_NA_Phoenix Suns_Los Angeles Clippers,basketball,pro,NBA,2024-01-03,Wednesday,,Phoenix Suns,Los Angeles Clippers,Footprint Center,Phoenix,AZ
NBA_2024-01-03_NA_Utah Jazz_Detroit Pistons,basketball,pro,NBA,2024-01-03,Wednesday,,Utah Jazz,Detroit Pistons,Delta Center,Salt Lake City,UT
NBA_2024-01-03_NA_Los Angeles Lakers_Miami Heat,basketball,pro,NBA,2024-01-03,Wednesday,,Los Angeles Lakers,Miami Heat,Crypto.com Arena,Los Angeles,CA
NBA_2024-01-03_NA_Sacramento Kings_Orlando Magic,basketball,pro,NBA,2024-01-03,Wednesday,,Sacramento Kings,Orlando Magic,Golden 1 Center,Sacramento,CA
NBA_2024-01-04_NA_San Antonio Spurs_Milwaukee Bucks,basketball,pro,NBA,2024-01-04,Thursday,,San Antonio Spurs,Milwaukee Bucks,Frost Bank Center,San Antonio,TX
NBA_2024-01-04_NA_Golden State Warriors_Denver Nuggets,basketball,pro,NBA,2024-01-04,Thursday,,Golden State Warriors,Denver Nuggets,Chase Center,San Francisco,CA
NBA_2024-01-05_NA_Boston Celtics_Utah Jazz,basketball,pro,NBA,2024-01-05,Friday,,Boston Celtics,Utah Jazz,TD Garden,Boston,MA
NBA_2024-01-05_NA_Indiana Pacers_Atlanta Hawks,basketball,pro,NBA,2024-01-05,Friday,,Indiana Pacers,Atlanta Hawks,Gainbridge Fieldhouse,Indianapolis,IN
NBA_2024-01-05_NA_Brooklyn Nets_Oklahoma City Thunder,basketball,pro,NBA,2024-01-05,Friday,,Brooklyn Nets,Oklahoma City Thunder,Barclays Center,Brooklyn,NY
NBA_2024-01-05_NA_Cleveland Cavaliers_Washington Wizards,basketball,pro,NBA,2024-01-05,Friday,,Cleveland Cavaliers,Washington Wizards,Rocket Mortgage Fieldhouse,Cleveland,OH
NBA_2024-01-05_NA_Philadelphia 76ers_New York Knicks,basketball,pro,NBA,2024-01-05,Friday,,Philadelphia 76ers,New York Knicks,Wells Fargo Center,Philadelphia,PA
NBA_2024-01-05_NA_Chicago Bulls_Charlotte Hornets,basketball,pro,NBA,2024-01-05,Friday,,Chicago Bulls,Charlotte Hornets,United Center,Chicago,IL
NBA_2024-01-05_NA_Houston Rockets_Minnesota Timberwolves,basketball,pro,NBA,2024-01-05,Friday,,Houston Rockets,Minnesota Timberwolves,Toyota Center,Houston,TX
NBA_2024-01-05_NA_New Orleans Pelicans_Los Angeles Clippers,basketball,pro,NBA,2024-01-05,Friday,,New Orleans Pelicans,Los Angeles Clippers,Smoothie King Center,New Orleans,LA
NBA_2024-01-05_NA_Dallas Mavericks_Portland Trail Blazers,basketball,pro,NBA,2024-01-05,Friday,,Dallas Mavericks,Portland Trail Blazers,American Airlines Center,Dallas,TX
NBA_2024-01-05_NA_Denver Nuggets_Orlando Magic,basketball,pro,NBA,2024-01-05,Friday,,Denver Nuggets,Orlando Magic,Ball Arena,Denver,CO
NBA_2024-01-05_NA_Phoenix Suns_Miami Heat,basketball,pro,NBA,2024-01-05,Friday,,Phoenix Suns,Miami Heat,Footprint Center,Phoenix,AZ
NBA_2024-01-05_NA_Golden State Warriors_Detroit Pistons,basketball,pro,NBA,2024-01-05,Friday,,Golden State Warriors,Detroit Pistons,Chase Center,San Francisco,CA
NBA_2024-01-05_NA_Los Angeles Lakers_Memphis Grizzlies,basketball,pro,NBA,2024-01-05,Friday,,Los Angeles Lakers,Memphis Grizzlies,Crypto.com Arena,Los Angeles,CA
NBA_2024-01-05_NA_Sacramento Kings_Toronto Raptors,basketball,pro,NBA,2024-01-05,Friday,,Sacramento Kings,Toronto Raptors,Golden 1 Center,Sacramento,CA
NBA_2024-01-06_NA_Indiana Pacers_Boston Celtics,basketball,pro,NBA,2024-01-06,Saturday,,Indiana Pacers,Boston Celtics,Gainbridge Fieldhouse,Indianapolis,IN
NBA_2024-01-06_NA_Washington Wizards_New York Knicks,basketball,pro,NBA,2024-01-06,Saturday,,Washington Wizards,New York Knicks,Capital One Arena,Washington,DC
NBA_2024-01-06_NA_Philadelphia 76ers_Utah Jazz,basketball,pro,NBA,2024-01-06,Saturday,,Philadelphia 76ers,Utah Jazz,Wells Fargo Center,Philadelphia,PA
NBA_2024-01-06_NA_Houston Rockets_Milwaukee Bucks,basketball,pro,NBA,2024-01-06,Saturday,,Houston Rockets,Milwaukee Bucks,Toyota Center,Houston,TX
NBA_2024-01-07_NA_Cleveland Cavaliers_San Antonio Spurs,basketball,pro,NBA,2024-01-07,Sunday,,Cleveland Cavaliers,San Antonio Spurs,Rocket Mortgage Fieldhouse,Cleveland,OH
NBA_2024-01-07_NA_Brooklyn Nets_Portland Trail Blazers,basketball,pro,NBA,2024-01-07,Sunday,,Brooklyn Nets,Portland Trail Blazers,Barclays Center,Brooklyn,NY
NBA_2024-01-07_NA_Orlando Magic_Atlanta Hawks,basketball,pro,NBA,2024-01-07,Sunday,,Orlando Magic,Atlanta Hawks,Amway Center,Orlando,FL
NBA_2024-01-07_NA_Sacramento Kings_New Orleans Pelicans,basketball,pro,NBA,2024-01-07,Sunday,,Sacramento Kings,New Orleans Pelicans,Golden 1 Center,Sacramento,CA
NBA_2024-01-07_NA_Dallas Mavericks_Minnesota Timberwolves,basketball,pro,NBA,2024-01-07,Sunday,,Dallas Mavericks,Minnesota Timberwolves,American Airlines Center,Dallas,TX
NBA_2024-01-07_NA_Denver Nuggets_Detroit Pistons,basketball,pro,NBA,2024-01-07,Sunday,,Denver Nuggets,Detroit Pistons,Ball Arena,Denver,CO
NBA_2024-01-07_NA_Phoenix Suns_Memphis Grizzlies,basketball,pro,NBA,2024-01-07,Sunday,,Phoenix Suns,Memphis Grizzlies,Footprint Center,Phoenix,AZ
NBA_2024-01-07_NA_Golden State Warriors_Toronto Raptors,basketball,pro,NBA,2024-01-07,Sunday,,Golden State Warriors,Toronto Raptors,Chase Center,San Francisco,CA
NBA_2024-01-07_NA_Los Angeles Lakers_Los Angeles Clippers,basketball,pro,NBA,2024-01-07,Sunday,,Los Angeles Lakers,Los Angeles Clippers,Crypto.com Arena,Los Angeles,CA
NBA_2024-01-08_NA_Charlotte Hornets_Chicago Bulls,basketball,pro,NBA,2024-01-08,Monday,,Charlotte Hornets,Chicago Bulls,Spectrum Center,Charlotte,NC
NBA_2024-01-08_NA_Indiana Pacers_Boston Celtics,basketball,pro,NBA,2024-01-08,Monday,,Indiana Pacers,Boston Celtics,Gainbridge Fieldhouse,Indianapolis,IN
NBA_2024-01-08_NA_Washington Wizards_Oklahoma City Thunder,basketball,pro,NBA,2024-01-08,Monday,,Washington Wizards,Oklahoma City Thunder,Capital One Arena,Washington,DC
NBA_2024-01-08_NA_Miami Heat_Houston Rockets,basketball,pro,NBA,2024-01-08,Monday,,Miami Heat,Houston Rockets,Kaseya Center,Miami,FL
NBA_2024-01-08_NA_Milwaukee Bucks_Utah Jazz,basketball,pro,NBA,2024-01-08,Monday,,Milwaukee Bucks,Utah Jazz,Fiserv Forum,Milwaukee,WI
NBA_2024-01-08_NA_Los Angeles Clippers_Phoenix Suns,basketball,pro,NBA,2024-01-08,Monday,,Los Angeles Clippers,Phoenix Suns,Crypto.com Arena,Los Angeles,CA
NBA_2024-01-09_NA_Detroit Pistons_Sacramento Kings,basketball,pro,NBA,2024-01-09,Tuesday,,Detroit Pistons,Sacramento Kings,Little Caesars Arena,Detroit,MI
NBA_2024-01-09_NA_Orlando Magic_Minnesota Timberwolves,basketball,pro,NBA,2024-01-09,Tuesday,,Orlando Magic,Minnesota Timberwolves,Amway Center,Orlando,FL
NBA_2024-01-09_NA_New York Knicks_Portland Trail Blazers,basketball,pro,NBA,2024-01-09,Tuesday,,New York Knicks,Portland Trail Blazers,Madison Square Garden (IV),New York,NY
NBA_2024-01-09_NA_Dallas Mavericks_Memphis Grizzlies,basketball,pro,NBA,2024-01-09,Tuesday,,Dallas Mavericks,Memphis Grizzlies,American Airlines Center,Dallas,TX
NBA_2024-01-09_NA_Los Angeles Lakers_Toronto Raptors,basketball,pro,NBA,2024-01-09,Tuesday,,Los Angeles Lakers,Toronto Raptors,Crypto.com Arena,Los Angeles,CA
NBA_2024-01-10_NA_Boston Celtics_Minnesota Timberwolves,basketball,pro,NBA,2024-01-10,Wednesday,,Boston Celtics,Minnesota Timberwolves,TD Garden,Boston,MA
NBA_2024-01-10_NA_Charlotte Hornets_Sacramento Kings,basketball,pro,NBA,2024-01-10,Wednesday,,Charlotte Hornets,Sacramento Kings,Spectrum Center,Charlotte,NC
NBA_2024-01-10_NA_Detroit Pistons_San Antonio Spurs,basketball,pro,NBA,2024-01-10,Wednesday,,Detroit Pistons,San Antonio Spurs,Little Caesars Arena,Detroit,MI
NBA_2024-01-10_NA_Indiana Pacers_Washington Wizards,basketball,pro,NBA,2024-01-10,Wednesday,,Indiana Pacers,Washington Wizards,Gainbridge Fieldhouse,Indianapolis,IN
NBA_2024-01-10_NA_Atlanta Hawks_Philadelphia 76ers,basketball,pro,NBA,2024-01-10,Wednesday,,Atlanta Hawks,Philadelphia 76ers,State Farm Arena,Atlanta,GA
NBA_2024-01-10_NA_Miami Heat_Oklahoma City Thunder,basketball,pro,NBA,2024-01-10,Wednesday,,Miami Heat,Oklahoma City Thunder,Kaseya Center,Miami,FL
NBA_2024-01-10_NA_Chicago Bulls_Houston Rockets,basketball,pro,NBA,2024-01-10,Wednesday,,Chicago Bulls,Houston Rockets,United Center,Chicago,IL
NBA_2024-01-10_NA_Golden State Warriors_New Orleans Pelicans,basketball,pro,NBA,2024-01-10,Wednesday,,Golden State Warriors,New Orleans Pelicans,Chase Center,San Francisco,CA
NBA_2024-01-10_NA_Utah Jazz_Denver Nuggets,basketball,pro,NBA,2024-01-10,Wednesday,,Utah Jazz,Denver Nuggets,Delta Center,Salt Lake City,UT
NBA_2024-01-10_NA_Los Angeles Clippers_Toronto Raptors,basketball,pro,NBA,2024-01-10,Wednesday,,Los Angeles Clippers,Toronto Raptors,Crypto.com Arena,Los Angeles,CA
NBA_2024-01-11_NA_Cleveland Cavaliers_Brooklyn Nets,basketball,pro,NBA,2024-01-11,Thursday,,Cleveland Cavaliers,Brooklyn Nets,AccorHotels Arena,Cleveland,OH
NBA_2024-01-11_NA_Milwaukee Bucks_Boston Celtics,basketball,pro,NBA,2024-01-11,Thursday,,Milwaukee Bucks,Boston Celtics,Fiserv Forum,Milwaukee,WI
NBA_2024-01-11_NA_Oklahoma City Thunder_Portland Trail Blazers,basketball,pro,NBA,2024-01-11,Thursday,,Oklahoma City Thunder,Portland Trail Blazers,Paycom Center,Oklahoma City,OK
NBA_2024-01-11_NA_Dallas Mavericks_New York Knicks,basketball,pro,NBA,2024-01-11,Thursday,,Dallas Mavericks,New York Knicks,American Airlines Center,Dallas,TX
NBA_2024-01-11_NA_Los Angeles Lakers_Phoenix Suns,basketball,pro,NBA,2024-01-11,Thursday,,Los Angeles Lakers,Phoenix Suns,Crypto.com Arena,Los Angeles,CA
NBA_2024-01-12_NA_Philadelphia 76ers_Sacramento Kings,basketball,pro,NBA,2024-01-12,Friday,,Philadelphia 76ers,Sacramento Kings,Wells Fargo Center,Philadelphia,PA
NBA_2024-01-12_NA_Atlanta Hawks_Indiana Pacers,basketball,pro,NBA,2024-01-12,Friday,,Atlanta Hawks,Indiana Pacers,State Farm Arena,Atlanta,GA
NBA_2024-01-12_NA_Detroit Pistons_Houston Rockets,basketball,pro,NBA,2024-01-12,Friday,,Detroit Pistons,Houston Rockets,Little Caesars Arena,Detroit,MI
NBA_2024-01-12_NA_Chicago Bulls_Golden State Warriors,basketball,pro,NBA,2024-01-12,Friday,,Chicago Bulls,Golden State Warriors,United Center,Chicago,IL
NBA_2024-01-12_NA_Memphis Grizzlies_Los Angeles Clippers,basketball,pro,NBA,2024-01-12,Friday,,Memphis Grizzlies,Los Angeles Clippers,FedEx Forum,Memphis,TN
