primary_key,sport,level,league,date,day,time,home_team,road_team,location,home_city,home_state
NBA_2024-02-05_NA_Philadelphia 76ers_Dallas Mavericks,basketball,pro,NBA,2024-02-05,Monday,,Philadelphia 76ers,Dallas Mavericks,Wells Fargo Center,Philadelphia,PA
NBA_2024-02-05_NA_Atlanta Hawks_Los Angeles Clippers,basketball,pro,NBA,2024-02-05,Monday,,Atlanta Hawks,Los Angeles Clippers,State Farm Arena,Atlanta,GA
NBA_2024-02-05_NA_Brooklyn Nets_Golden State Warriors,basketball,pro,NBA,2024-02-05,Monday,,Brooklyn Nets,Golden State Warriors,Barclays Center,Brooklyn,NY
NBA_2024-02-05_NA_New Orleans Pelicans_Toronto Raptors,basketball,pro,NBA,2024-02-05,Monday,,New Orleans Pelicans,Toronto Raptors,Smoothie King Center,New Orleans,LA
NBA_2024-02-06_NA_Indiana Pacers_Houston Rockets,basketball,pro,NBA,2024-02-06,Tuesday,,Indiana Pacers,Houston Rockets,Gainbridge Fieldhouse,Indianapolis,IN
NBA_2024-02-06_NA_Brooklyn Nets_Dallas Mavericks,basketball,pro,NBA,2024-02-06,Tuesday,,Brooklyn Nets,Dallas Mavericks,Barclays Center,Brooklyn,NY
NBA_2024-02-06_NA_Miami Heat_Orlando Magic,basketball,pro,NBA,2024-02-06,Tuesday,,Miami Heat,Orlando Magic,Kaseya Center,Miami,FL
NBA_2024-02-06_NA_New York Knicks_Memphis Grizzlies,basketball,pro,NBA,2024-02-06,Tuesday,,New York Knicks,Memphis Grizzlies,Madison Square Garden (IV),New York,NY
NBA_2024-02-06_NA_Chicago Bulls_Minnesota Timberwolves,basketball,pro,NBA,2024-02-06,Tuesday,,Chicago Bulls,Minnesota Timberwolves,United Center,Chicago,IL
NBA_2024-02-06_NA_Utah Jazz_Oklahoma City Thunder,basketball,pro,NBA,2024-02-06,Tuesday,,Utah Jazz,Oklahoma City Thunder,Delta Center,Salt Lake City,UT
NBA_2024-02-06_NA_Phoenix Suns_Milwaukee Bucks,basketball,pro,NBA,2024-02-06,Tuesday,,Phoenix Suns,Milwaukee Bucks,Footprint Center,Phoenix,AZ
NBA_2024-02-07_NA_Charlotte Hornets_Toronto Raptors,basketball,pro,NBA,2024-02-07,Wednesday,,Charlotte Hornets,Toronto Raptors,Spectrum Center,Charlotte,NC
NBA_2024-02-07_NA_Philadelphia 76ers_Golden State Warriors,basketball,pro,NBA,2024-02-07,Wednesday,,Philadelphia 76ers,Golden State Warriors,Wells Fargo Center,Philadelphia,PA
NBA_2024-02-07_NA_Washington Wizards_Cleveland Cavaliers,basketball,pro,NBA,2024-02-07,Wednesday,,Washington Wizards,Cleveland Cavaliers,Capital One Arena,Washington,DC
NBA_2024-02-07_NA_Boston Celtics_Atlanta Hawks,basketball,pro,NBA,2024-02-07,Wednesday,,Boston Celtics,Atlanta Hawks,TD Garden,Boston,MA
NBA_2024-02-07_NA_Miami Heat_San Antonio Spurs,basketball,pro,NBA,2024-02-07,Wednesday,,Miami Heat,San Antonio Spurs,Kaseya Center,Miami,FL
NBA_2024-02-07_NA_Los Angeles Clippers_New Orleans Pelicans,basketball,pro,NBA,2024-02-07,Wednesday,,Los Angeles Clippers,New Orleans Pelicans,Crypto.com Arena,Los Angeles,CA
NBA_2024-02-07_NA_Sacramento Kings_Detroit Pistons,basketball,pro,NBA,2024-02-07,Wednesday,,Sacramento Kings,Detroit Pistons,Golden 1 Center,Sacramento,CA
NBA_2024-02-08_NA_Indiana Pacers_Golden State Warriors,basketball,pro,NBA,2024-02-08,Thursday,,Indiana Pacers,Golden State Warriors,Gainbridge Fieldhouse,Indianapolis,IN
NBA_2024-02-08_NA_Orlando Magic_San Antonio Spurs,basketball,pro,NBA,2024-02-08,Thursday,,Orlando Magic,San Antonio Spurs,Amway Center,Orlando,FL
NBA_2024-02-08_NA_Brooklyn Nets_Cleveland Cavaliers,basketball,pro,NBA,2024-02-08,Thursday,,Brooklyn Nets,Cleveland Cavaliers,Barclays Center,Brooklyn,NY
NBA_2024-02-08_NA_New York Knicks_Dallas Mavericks,basketball,pro,NBA,2024-02-08,Thursday,,New York Knicks,Dallas Mavericks,Madison Square Garden (IV),New York,NY
NBA_2024-02-08_NA_Memphis Grizzlies_Chicago Bulls,basketball,pro,NBA,2024-02-08,Thursday,,Memphis Grizzlies,Chicago Bulls,FedEx Forum,Memphis,TN
NBA_2024-02-08_NA_Milwaukee Bucks_Minnesota Timberwolves,basketball,pro,NBA,2024-02-08,Thursday,,Milwaukee Bucks,Minnesota Timberwolves,Fiserv Forum,Milwaukee,WI
NBA_2024-02-08_NA_Phoenix Suns_Utah Jazz,basketball,pro,NBA,2024-02-08,Thursday,,Phoenix Suns,Utah Jazz,Footprint Center,Phoenix,AZ
NBA_2024-02-08_NA_Los Angeles Lakers_Denver Nuggets,basketball,pro,NBA,2024-02-08,Thursday,,Los Angeles Lakers,Denver Nuggets,Crypto.com Arena,Los Angeles,CA
NBA_2024-02-08_NA_Portland Trail Blazers_Detroit Pistons,basketball,pro,NBA,2024-02-08,Thursday,,Portland Trail Blazers,Detroit Pistons,Moda Center,Portland,OR
NBA_2024-02-09_NA_Philadelphia 76ers_Atlanta Hawks,basketball,pro,NBA,2024-02-09,Friday,,Philadelphia 76ers,Atlanta Hawks,Wells Fargo Center,Philadelphia,PA
NBA_2024-02-09_NA_Boston Celtics_Washington Wizards,basketball,pro,NBA,2024-02-09,Friday,,Boston Celtics,Washington Wizards,TD Garden,Boston,MA
NBA_2024-02-09_NA_Toronto Raptors_Houston Rockets,basketball,pro,NBA,2024-02-09,Friday,,Toronto Raptors,Houston Rockets,Scotiabank Arena,Toronto,ON
NBA_2024-02-09_NA_Milwaukee Bucks_Charlotte Hornets,basketball,pro,NBA,2024-02-09,Friday,,Milwaukee Bucks,Charlotte Hornets,Fiserv Forum,Milwaukee,WI
NBA_2024-02-09_NA_Sacramento Kings_Denver Nuggets,basketball,pro,NBA,2024-02-09,Friday,,Sacramento Kings,Denver Nuggets,Golden 1 Center,Sacramento,CA
NBA_2024-02-09_NA_Los Angeles Lakers_New Orleans Pelicans,basketball,pro,NBA,2024-02-09,Friday,,Los Angeles Lakers,New Orleans Pelicans,Crypto.com Arena,Los Angeles,CA
NBA_2024-02-10_NA_Dallas Mavericks_Oklahoma City Thunder,basketball,pro,NBA,2024-02-10,Saturday,,Dallas Mavericks,Oklahoma City Thunder,American Airlines Center,Dallas,TX
NBA_2024-02-10_NA_Los Angeles Clippers_Detroit Pistons,basketball,pro,NBA,2024-02-10,Saturday,,Los Angeles Clippers,Detroit Pistons,Crypto.com Arena,Los Angeles,CA
NBA_2024-02-10_NA_Brooklyn Nets_San Antonio Spurs,basketball,pro,NBA,2024-02-10,Saturday,,Brooklyn Nets,San Antonio Spurs,Barclays Center,Brooklyn,NY
NBA_2024-02-10_NA_Charlotte Hornets_Memphis Grizzlies,basketball,pro,NBA,2024-02-10,Saturday,,Charlotte Hornets,Memphis Grizzlies,Spectrum Center,Charlotte,NC
NBA_2024-02-10_NA_Orlando Magic_Chicago Bulls,basketball,pro,NBA,2024-02-10,Saturday,,Orlando Magic,Chicago Bulls,Amway Center,Orlando,FL
NBA_2024-02-10_NA_Washington Wizards_Philadelphia 76ers,basketball,pro,NBA,2024-02-10,Saturday,,Washington Wizards,Philadelphia 76ers,Capital One Arena,Washington,DC
NBA_2024-02-10_NA_Atlanta Hawks_Houston Rockets,basketball,pro,NBA,2024-02-10,Saturday,,Atlanta Hawks,Houston Rockets,State Farm Arena,Atlanta,GA
NBA_2024-02-10_NA_New York Knicks_Indiana Pacers,basketball,pro,NBA,2024-02-10,Saturday,,New York Knicks,Indiana Pacers,Madison Square Garden (IV),New York,NY
NBA_2024-02-10_NA_Toronto Raptors_Cleveland Cavaliers,basketball,pro,NBA,2024-02-10,Saturday,,Toronto Raptors,Cleveland Cavaliers,Scotiabank Arena,Toronto,ON
NBA_2024-02-10_NA_Golden State Warriors_Phoenix Suns,basketball,pro,NBA,2024-02-10,Saturday,,Golden State Warriors,Phoenix Suns,Chase Center,San Francisco,CA
NBA_2024-02-10_NA_Portland Trail Blazers_New Orleans Pelicans,basketball,pro,NBA,2024-02-10,Saturday,,Portland Trail Blazers,New Orleans Pelicans,Moda Center,Portland,OR
NBA_2024-02-11_NA_Miami Heat_Boston Celtics,basketball,pro,NBA,2024-02-11,Sunday,,Miami Heat,Boston Celtics,Kaseya Center,Miami,FL
NBA_2024-02-11_NA_Oklahoma City Thunder_Sacramento Kings,basketball,pro,NBA,2024-02-11,Sunday,,Oklahoma City Thunder,Sacramento Kings,Paycom Center,Oklahoma City,OK
NBA_2024-02-12_NA_Charlotte Hornets_Indiana Pacers,basketball,pro,NBA,2024-02-12,Monday,,Charlotte Hornets,Indiana Pacers,Spectrum Center,Charlotte,NC
NBA_2024-02-12_NA_Cleveland Cavaliers_Philadelphia 76ers,basketball,pro,NBA,2024-02-12,Monday,,Cleveland Cavaliers,Philadelphia 76ers,Rocket Mortgage Fieldhouse,Cleveland,OH
NBA_2024-02-12_NA_Atlanta Hawks_Chicago Bulls,basketball,pro,NBA,2024-02-12,Monday,,Atlanta Hawks,Chicago Bulls,State Farm Arena,Atlanta,GA
NBA_2024-02-12_NA_Toronto Raptors_San Antonio Spurs,basketball,pro,NBA,2024-02-12,Monday,,Toronto Raptors,San Antonio Spurs,Scotiabank Arena,Toronto,ON
NBA_2024-02-12_NA_Houston Rockets_New York Knicks,basketball,pro,NBA,2024-02-12,Monday,,Houston Rockets,New York Knicks,Toyota Center,Houston,TX
NBA_2024-02-12_NA_Memphis Grizzlies_New Orleans Pelicans,basketball,pro,NBA,2024-02-12,Monday,,Memphis Grizzlies,New Orleans Pelicans,FedEx Forum,Memphis,TN
NBA_2024-02-12_NA_Milwaukee Bucks_Denver Nuggets,basketball,pro,NBA,2024-02-12,Monday,,Milwaukee Bucks,Denver Nuggets,Fiserv Forum,Milwaukee,WI
NBA_2024-02-12_NA_Dallas Mavericks_Washington Wizards,basketball,pro,NBA,2024-02-12,Monday,,Dallas Mavericks,Washington Wizards,American Airlines Center,Dallas,TX
NBA_2024-02-12_NA_Utah Jazz_Golden State Warriors,basketball,pro,NBA,2024-02-12,Monday,,Utah Jazz,Golden State Warriors,Delta Center,Salt Lake City,UT
NBA_2024-02-12_NA_Los Angeles Clippers_Minnesota Timberwolves,basketball,pro,NBA,2024-02-12,Monday,,Los Angeles Clippers,Minnesota Timberwolves,Crypto.com Arena,Los Angeles,CA
NBA_2024-02-13_NA_Brooklyn Nets_Boston Celtics,basketball,pro,NBA,2024-02-13,Tuesday,,Brooklyn Nets,Boston Celtics,Barclays Center,Brooklyn,NY
NBA_2024-02-13_NA_Orlando Magic_Oklahoma City Thunder,basketball,pro,NBA,2024-02-13,Tuesday,,Orlando Magic,Oklahoma City Thunder,Amway Center,Orlando,FL
NBA_2024-02-13_NA_Milwaukee Bucks_Miami Heat,basketball,pro,NBA,2024-02-13,Tuesday,,Milwaukee Bucks,Miami Heat,Fiserv Forum,Milwaukee,WI
NBA_2024-02-13_NA_Phoenix Suns_Sacramento Kings,basketball,pro,NBA,2024-02-13,Tuesday,,Phoenix Suns,Sacramento Kings,Footprint Center,Phoenix,AZ
NBA_2024-02-13_NA_Portland Trail Blazers_Minnesota Timberwolves,basketball,pro,NBA,2024-02-13,Tuesday,,Portland Trail Blazers,Minnesota Timberwolves,Moda Center,Portland,OR
NBA_2024-02-13_NA_Los Angeles Lakers_Detroit Pistons,basketball,pro,NBA,2024-02-13,Tuesday,,Los Angeles Lakers,Detroit Pistons,Crypto.com Arena,Los Angeles,CA
NBA_2024-02-14_NA_Charlotte Hornets_Atlanta Hawks,basketball,pro,NBA,2024-02-14,Wednesday,,Charlotte Hornets,Atlanta Hawks,Spectrum Center,Charlotte,NC
NBA_2024-02-14_NA_Orlando Magic_New York Knicks,basketball,pro,NBA,2024-02-14,Wednesday,,Orlando Magic,New York Knicks,Amway Center,Orlando,FL
NBA_2024-02-14_NA_Philadelphia 76ers_Miami Heat,basketball,pro,NBA,2024-02-14,Wednesday,,Philadelphia 76ers,Miami Heat,Wells Fargo Center,Philadelphia,PA
NBA_2024-02-14_NA_Boston Celtics_Brooklyn Nets,basketball,pro,NBA,2024-02-14,Wednesday,,Boston Celtics,Brooklyn Nets,TD Garden,Boston,MA
NBA_2024-02-14_NA_Cleveland Cavaliers_Chicago Bulls,basketball,pro,NBA,2024-02-14,Wednesday,,Cleveland Cavaliers,Chicago Bulls,Rocket Mortgage Fieldhouse,Cleveland,OH
NBA_2024-02-14_NA_Toronto Raptors_Indiana Pacers,basketball,pro,NBA,2024-02-14,Wednesday,,Toronto Raptors,Indiana Pacers,Scotiabank Arena,Toronto,ON
NBA_2024-02-14_NA_Memphis Grizzlies_Houston Rockets,basketball,pro,NBA,2024-02-14,Wednesday,,Memphis Grizzlies,Houston Rockets,FedEx Forum,Memphis,TN
NBA_2024-02-14_NA_New Orleans Pelicans_Washington Wizards,basketball,pro,NBA,2024-02-14,Wednesday,,New Orleans Pelicans,Washington Wizards,Smoothie King Center,New Orleans,LA
NBA_2024-02-14_NA_Dallas Mavericks_San Antonio Spurs,basketball,pro,NBA,2024-02-14,Wednesday,,Dallas Mavericks,San Antonio Spurs,American Airlines Center,Dallas,TX
NBA_2024-02-14_NA_Denver Nuggets_Sacramento Kings,basketball,pro,NBA,2024-02-14,Wednesday,,Denver Nuggets,Sacramento Kings,Ball Arena,Denver,CO
NBA_2024-02-14_NA_Phoenix Suns_Detroit Pistons,basketball,pro,NBA,2024-02-14,Wednesday,,Phoenix Suns,Detroit Pistons,Footprint Center,Phoenix,AZ
NBA_2024-02-14_NA_Utah Jazz_Los Angeles Lakers,basketball,pro,NBA,2024-02-14,Wednesday,,Utah Jazz,Los Angeles Lakers,Delta Center,Salt Lake City,UT
NBA_2024-02-14_NA_Golden State Warriors_Los Angeles Clippers,basketball,pro,NBA,2024-02-14,Wednesday,,Golden State Warriors,Los Angeles Clippers,Chase Center,San Francisco,CA
NBA_2024-02-15_NA_Memphis Grizzlies_Milwaukee Bucks,basketball,pro,NBA,2024-02-15,Thursday,,Memphis Grizzlies,Milwaukee Bucks,FedEx Forum,Memphis,TN
NBA_2024-02-15_NA_Portland Trail Blazers_Minnesota Timberwolves,basketball,pro,NBA,2024-02-15,Thursday,,Portland Trail Blazers,Minnesota Timberwolves,Moda Center,Portland,OR
NBA_2024-02-22_NA_Cleveland Cavaliers_Orlando Magic,basketball,pro,NBA,2024-02-22,Thursday,,Cleveland Cavaliers,Orlando Magic,Rocket Mortgage Fieldhouse,Cleveland,OH
NBA_2024-02-22_NA_Indiana Pacers_Detroit Pistons,basketball,pro,NBA,2024-02-22,Thursday,,Indiana Pacers,Detroit Pistons,Gainbridge Fieldhouse,Indianapolis,IN
NBA_2024-02-22_NA_Philadelphia 76ers_New York Knicks,basketball,pro,NBA,2024-02-22,Thursday,,Philadelphia 76ers,New York Knicks,Wells Fargo Center,Philadelphia,PA
NBA_2024-02-22_NA_Toronto Raptors_Brooklyn Nets,basketball,pro,NBA,2024-02-22,Thursday,,Toronto Raptors,Brooklyn Nets,Scotiabank Arena,Toronto,ON
NBA_2024-02-22_NA_Dallas Mavericks_Phoenix Suns,basketball,pro,NBA,2024-02-22,Thursday,,Dallas Mavericks,Phoenix Suns,American Airlines Center,Dallas,TX
NBA_2024-02-22_NA_Chicago Bulls_Boston Celtics,basketball,pro,NBA,2024-02-22,Thursday,,Chicago Bulls,Boston Celtics,United Center,Chicago,IL
NBA_2024-02-22_NA_New Orleans Pelicans_Houston Rockets,basketball,pro,NBA,2024-02-22,Thursday,,New Orleans Pelicans,Houston Rockets,Smoothie King Center,New Orleans,LA
NBA_2024-02-22_NA_Oklahoma City Thunder_Los Angeles Clippers,basketball,pro,NBA,2024-02-22,Thursday,,Oklahoma City Thunder,Los Angeles Clippers,Paycom Center,Oklahoma City,OK
NBA_2024-02-22_NA_Denver Nuggets_Washington Wizards,basketball,pro,NBA,2024-02-22,Thursday,,Denver Nuggets,Washington Wizards,Ball Arena,Denver,CO
NBA_2024-02-22_NA_Utah Jazz_Charlotte Hornets,basketball,pro,NBA,2024-02-22,Thursday,,Utah Jazz,Charlotte Hornets,Delta Center,Salt Lake City,UT
NBA_2024-02-22_NA_Golden State Warriors_Los Angeles Lakers,basketball,pro,NBA,2024-02-22,Thursday,,Golden State Warriors,Los Angeles Lakers,Chase Center,San Francisco,CA
NBA_2024-02-22_NA_Sacramento Kings_San Antonio Spurs,basketball,pro,NBA,2024-02-22,Thursday,,Sacramento Kings,San Antonio Spurs,Golden 1 Center,Sacramento,CA
NBA_2024-02-23_NA_Atlanta Hawks_Toronto Raptors,basketball,pro,NBA,2024-02-23,Friday,,Atlanta Hawks,Toronto Raptors,State Farm Arena,Atlanta,GA
NBA_2024-02-23_NA_Philadelphia 76ers_Cleveland Cavaliers,basketball,pro,NBA,2024-02-23,Friday,,Philadelphia 76ers,Cleveland Cavaliers,Wells Fargo Center,Philadelphia,PA
NBA_2024-02-23_NA_Houston Rockets_Phoenix Suns,basketball,pro,NBA,2024-02-23,Friday,,Houston Rockets,Phoenix Suns,Toyota Center,Houston,TX
NBA_2024-02-23_NA_Memphis Grizzlies_Los Angeles Clippers,basketball,pro,NBA,2024-02-23,Friday,,Memphis Grizzlies,Los Angeles Clippers,FedEx Forum,Memphis,TN
NBA_2024-02-23_NA_Minnesota Timberwolves_Milwaukee Bucks,basketball,pro,NBA,2024-02-23,Friday,,Minnesota Timberwolves,Milwaukee Bucks,Target Center,Minneapolis,MN
NBA_2024-02-23_NA_Oklahoma City Thunder_Washington Wizards,basketball,pro,NBA,2024-02-23,Friday,,Oklahoma City Thunder,Washington Wizards,Paycom Center,Oklahoma City,OK
NBA_2024-02-23_NA_Golden State Warriors_Charlotte Hornets,basketball,pro,NBA,2024-02-23,Friday,,Golden State Warriors,Charlotte Hornets,Chase Center,San Francisco,CA
NBA_2024-02-23_NA_New Orleans Pelicans_Miami Heat,basketball,pro,NBA,2024-02-23,Friday,,New Orleans Pelicans,Miami Heat,Smoothie King Center,New Orleans,LA
NBA_2024-02-23_NA_Portland Trail Blazers_Denver Nuggets,basketball,pro,NBA,2024-02-23,Friday,,Portland Trail Blazers,Denver Nuggets,Moda Center,Portland,OR
NBA_2024-02-23_NA_Los Angeles Lakers_San Antonio Spurs,basketball,pro,NBA,2024-02-23,Friday,,Los Angeles Lakers,San Antonio Spurs,Crypto.com Arena,Los Angeles,CA
NBA_2024-02-24_NA_Detroit Pistons_Orlando Magic,basketball,pro,NBA,2024-02-24,Saturday,,Detroit Pistons,Orlando Magic,Little Caesars Arena,Detroit,MI
NBA_2024-02-24_NA_Minnesota Timberwolves_Brooklyn Nets,basketball,pro,NBA,2024-02-24,Saturday,,Minnesota Timberwolves,Brooklyn Nets,Target Center,Minneapolis,MN
NBA_2024-02-24_NA_New York Knicks_Boston Celtics,basketball,pro,NBA,2024-02-24,Saturday,,New York Knicks,Boston Celtics,Madison Square Garden (IV),New York,NY
NBA_2024-02-25_NA_Philadelphia 76ers_Milwaukee Bucks,basketball,pro,NBA,2024-02-25,Sunday,,Philadelphia 76ers,Milwaukee Bucks,Wells Fargo Center,Philadelphia,PA
NBA_2024-02-25_NA_Phoenix Suns_Los Angeles Lakers,basketball,pro,NBA,2024-02-25,Sunday,,Phoenix Suns,Los Angeles Lakers,Footprint Center,Phoenix,AZ
NBA_2024-02-25_NA_Indiana Pacers_Dallas Mavericks,basketball,pro,NBA,2024-02-25,Sunday,,Indiana Pacers,Dallas Mavericks,Gainbridge Fieldhouse,Indianapolis,IN
NBA_2024-02-25_NA_Washington Wizards_Cleveland Cavaliers,basketball,pro,NBA,2024-02-25,Sunday,,Washington Wizards,Cleveland Cavaliers,Capital One Arena,Washington,DC
NBA_2024-02-25_NA_Atlanta Hawks_Orlando Magic,basketball,pro,NBA,2024-02-25,Sunday,,Atlanta Hawks,Orlando Magic,State Farm Arena,Atlanta,GA
NBA_2024-02-25_NA_Golden State Warriors_Denver Nuggets,basketball,pro,NBA,2024-02-25,Sunday,,Golden State Warriors,Denver Nuggets,Chase Center,San Francisco,CA
NBA_2024-02-25_NA_Houston Rockets_Oklahoma City Thunder,basketball,pro,NBA,2024-02-25,Sunday,,Houston Rockets,Oklahoma City Thunder,Toyota Center,Houston,TX
NBA_2024-02-25_NA_New Orleans Pelicans_Chicago Bulls,basketball,pro,NBA,2024-02-25,Sunday,,New Orleans Pelicans,Chicago Bulls,Smoothie King Center,New Orleans,LA
NBA_2024-02-25_NA_Utah Jazz_San Antonio Spurs,basketball,pro,NBA,2024-02-25,Sunday,,Utah Jazz,San Antonio Spurs,Delta Center,Salt Lake City,UT
NBA_2024-02-25_NA_Portland Trail Blazers_Charlotte Hornets,basketball,pro,NBA,2024-02-25,Sunday,,Portland Trail Blazers,Charlotte Hornets,Moda Center,Portland,OR
NBA_2024-02-25_NA_Los Angeles Clippers_Sacramento Kings,basketball,pro,NBA,2024-02-25,Sunday,,Los Angeles Clippers,Sacramento Kings,Crypto.com Arena,Los Angeles,CA
NBA_2024-02-26_NA_Detroit Pistons_New York Knicks,basketball,pro,NBA,2024-02-26,Monday,,Detroit Pistons,New York Knicks,Little Caesars Arena,Detroit,MI
NBA_2024-02-26_NA_Indiana Pacers_Toronto Raptors,basketball,pro,NBA,2024-02-26,Monday,,Indiana Pacers,Toronto Raptors,Gainbridge Fieldhouse,Indianapolis,IN
NBA_2024-02-26_NA_Memphis Grizzlies_Brooklyn Nets,basketball,pro,NBA,2024-02-26,Monday,,Memphis Grizzlies,Brooklyn Nets,FedEx Forum,Memphis,TN
NBA_2024-02-26_NA_Sacramento Kings_Miami Heat,basketball,pro,NBA,2024-02-26,Monday,,Sacramento Kings,Miami Heat,Golden 1 Center,Sacramento,CA
NBA_2024-02-27_NA_Cleveland Cavaliers_Dallas Mavericks,basketball,pro,NBA,2024-02-27,Tuesday,,Cleveland Cavaliers,Dallas Mavericks,Rocket Mortgage Fieldhouse,Cleveland,OH
NBA_2024-02-27_NA_Orlando Magic_Brooklyn Nets,basketball,pro,NBA,2024-02-27,Tuesday,,Orlando Magic,Brooklyn Nets,Amway Center,Orlando,FL
NBA_2024-02-27_NA_Washington Wizards_Golden State Warriors,basketball,pro,NBA,2024-02-27,Tuesday,,Washington Wizards,Golden State Warriors,Capital One Arena,Washington,DC
NBA_2024-02-27_NA_Atlanta Hawks_Utah Jazz,basketball,pro,NBA,2024-02-27,Tuesday,,Atlanta Hawks,Utah Jazz,State Farm Arena,Atlanta,GA
NBA_2024-02-27_NA_Boston Celtics_Philadelphia 76ers,basketball,pro,NBA,2024-02-27,Tuesday,,Boston Celtics,Philadelphia 76ers,TD Garden,Boston,MA
NBA_2024-02-27_NA_Minnesota Timberwolves_San Antonio Spurs,basketball,pro,NBA,2024-02-27,Tuesday,,Minnesota Timberwolves,San Antonio Spurs,Target Center,Minneapolis,MN
NBA_2024-02-27_NA_New York Knicks_New Orleans Pelicans,basketball,pro,NBA,2024-02-27,Tuesday,,New York Knicks,New Orleans Pelicans,Madison Square Garden (IV),New York,NY
NBA_2024-02-27_NA_Chicago Bulls_Detroit Pistons,basketball,pro,NBA,2024-02-27,Tuesday,,Chicago Bulls,Detroit Pistons,United Center,Chicago,IL
NBA_2024-02-27_NA_Milwaukee Bucks_Charlotte Hornets,basketball,pro,NBA,2024-02-27,Tuesday,,Milwaukee Bucks,Charlotte Hornets,Fiserv Forum,Milwaukee,WI
NBA_2024-02-27_NA_Oklahoma City Thunder_Houston Rockets,basketball,pro,NBA,2024-02-27,Tuesday,,Oklahoma City Thunder,Houston Rockets,Paycom Center,Oklahoma City,OK
NBA_2024-02-27_NA_Portland Trail Blazers_Miami Heat,basketball,pro,NBA,2024-02-27,Tuesday,,Portland Trail Blazers,Miami Heat,Moda Center,Portland,OR
NBA_2024-02-28_NA_Indiana Pacers_New Orleans Pelicans,basketball,pro,NBA,2024-02-28,Wednesday,,Indiana Pacers,New Orleans Pelicans,Gainbridge Fieldhouse,Indianapolis,IN
NBA_2024-02-28_NA_Minnesota Timberwolves_Memphis Grizzlies,basketball,pro,NBA,2024-02-28,Wednesday,,Minnesota Timberwolves,Memphis Grizzlies,Target Center,Minneapolis,MN
NBA_2024-02-28_NA_Toronto Raptors_Dallas Mavericks,basketball,pro,NBA,2024-02-28,Wednesday,,Toronto Raptors,Dallas Mavericks,Scotiabank Arena,Toronto,ON
NBA_2024-02-28_NA_Chicago Bulls_Cleveland Cavaliers,basketball,pro,NBA,2024-02-28,Wednesday,,Chicago Bulls,Cleveland Cavaliers,United Center,Chicago,IL
NBA_2024-02-28_NA_Denver Nuggets_Sacramento Kings,basketball,pro,NBA,2024-02-28,Wednesday,,Denver Nuggets,Sacramento Kings,Ball Arena,Denver,CO
NBA_2024-02-28_NA_Los Angeles Clippers_Los Angeles Lakers,basketball,pro,NBA,2024-02-28,Wednesday,,Los Angeles Clippers,Los Angeles Lakers,Crypto.com Arena,Los Angeles,CA
NBA_2024-02-29_NA_Charlotte Hornets_Milwaukee Bucks,basketball,pro,NBA,2024-02-29,Thursday,,Charlotte Hornets,Milwaukee Bucks,Spectrum Center,Charlotte,NC
NBA_2024-02-29_NA_Orlando Magic_Utah Jazz,basketball,pro,NBA,2024-02-29,Thursday,,Orlando Magic,Utah Jazz,Amway Center,Orlando,FL
NBA_2024-02-29_NA_Brooklyn Nets_Atlanta Hawks,basketball,pro,NBA,2024-02-29,Thursday,,Brooklyn Nets,Atlanta Hawks,Barclays Center,Brooklyn,NY
NBA_2024-02-29_NA_New York Knicks_Golden State Warriors,basketball,pro,NBA,2024-02-29,Thursday,,New York Knicks,Golden State Warriors,Madison Square Garden (IV),New York,NY
NBA_2024-02-29_NA_San Antonio Spurs_Oklahoma City Thunder,basketball,pro,NBA,2024-02-29,Thursday,,San Antonio Spurs,Oklahoma City Thunder,Frost Bank Center,San Antonio,TX
NBA_2024-02-29_NA_Phoenix Suns_Houston Rockets,basketball,pro,NBA,2024-02-29,Thursday,,Phoenix Suns,Houston Rockets,Footprint Center,Phoenix,AZ
NBA_2024-02-29_NA_Denver Nuggets_Miami Heat,basketball,pro,NBA,2024-02-29,Thursday,,Denver Nuggets,Miami Heat,Ball Arena,Denver,CO
NBA_2024-02-29_NA_Los Angeles Lakers_Washington Wizards,basketball,pro,NBA,2024-02-29,Thursday,,Los Angeles Lakers,Washington Wizards,Crypto.com Arena,Los Angeles,CA
NBA_2024-03-01_NA_Detroit Pistons_Cleveland Cavaliers,basketball,pro,NBA,2024-03-01,Friday,,Detroit Pistons,Cleveland Cavaliers,Little Caesars Arena,Detroit,MI
NBA_2024-03-01_NA_Philadelphia 76ers_Charlotte Hornets,basketball,pro,NBA,2024-03-01,Friday,,Philadelphia 76ers,Charlotte Hornets,Wells Fargo Center,Philadelphia,PA
NBA_2024-03-01_NA_Boston Celtics_Dallas Mavericks,basketball,pro,NBA,2024-03-01,Friday,,Boston Celtics,Dallas Mavericks,TD Garden,Boston,MA
NBA_2024-03-01_NA_Toronto Raptors_Golden State Warriors,basketball,pro,NBA,2024-03-01,Friday,,Toronto Raptors,Golden State Warriors,Scotiabank Arena,Toronto,ON
NBA_2024-03-01_NA_Memphis Grizzlies_Portland Trail Blazers,basketball,pro,NBA,2024-03-01,Friday,,Memphis Grizzlies,Portland Trail Blazers,FedEx Forum,Memphis,TN
NBA_2024-03-01_NA_Minnesota Timberwolves_Sacramento Kings,basketball,pro,NBA,2024-03-01,Friday,,Minnesota Timberwolves,Sacramento Kings,Target Center,Minneapolis,MN
