sport,level,league,date,day,time,home_team,road_team,location,home_city,home_state
baseball,minors,High-A,2024-07-19,Friday,4:05 PM ET,Vancouver,Spokane,Rogers Field at Nat Bailey Stadium,Vancouver,BC
baseball,minors,Double-A,2024-07-19,Friday,6:20 PM ET,Portland,Reading,Hadlock Field,Portland,ME
baseball,minors,Single-A,2024-07-19,Friday,6:30 PM ET,Carolina,Lynchburg,Five County Stadium,Zebulon,NC
baseball,minors,Single-A,2024-07-19,Friday,6:30 PM ET,Jupiter,St. Lucie,Roger Dean Chevrolet Stadium,Jupiter,FL
baseball,minors,Single-A,2024-07-19,Friday,6:30 PM ET,Clearwater,Fort Myers,BayCare Ballpark,Clearwater,FL
baseball,minors,Single-A,2024-07-19,Friday,6:30 PM ET,Lakeland,Dunedin,Publix Field at Joker Marchant Stadium,Lakeland,FL
baseball,minors,Single-A,2024-07-19,Friday,6:30 PM ET,Tampa,Bradenton,George M. Steinbrenner Field,Tampa,FL
baseball,minors,Single-A,2024-07-19,Friday,6:35 PM ET,Daytona,Palm Beach,Jackie Robinson Ballpark,Daytona Beach,FL
baseball,minors,Triple-A,2024-07-19,Friday,6:35 PM ET,Syracuse,Rochester,NBT Bank Stadium,Syracuse,NY
baseball,minors,Triple-A,2024-07-19,Friday,6:35 PM ET,Norfolk,Nashville,Harbor Park,Norfolk,VA
baseball,minors,High-A,2024-07-19,Friday,6:35 PM ET,West Michigan,Dayton,LMCU Ballpark,Comstock Park,MI
baseball,minors,High-A,2024-07-19,Friday,7:00 PM ET,Brooklyn,Jersey Shore,Maimonides Park,Brooklyn,NY
baseball,minors,High-A,2024-07-19,Friday,7:00 PM ET,Hickory,Greensboro,L.P. Frans Stadium,Hickory,NC
baseball,minors,Single-A,2024-07-19,Friday,7:00 PM ET,Kannapolis,Augusta,Atrium Health Ballpark,Kannapolis,NC
baseball,minors,Double-A,2024-07-19,Friday,7:00 PM ET,Harrisburg,New Hampshire,FNB Field,Harrisburg,PA
baseball,minors,Double-A,2024-07-19,Friday,7:00 PM ET,Tennessee,Rocket City,Smokies Stadium,Kodak,TN
baseball,minors,High-A,2024-07-19,Friday,7:00 PM ET,Winston-Salem,Asheville,Truist Stadium,Winston-Salem,NC
